Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;5.602995e-006;1.621788e+002;162.003446;0.408671;70.714386;4.607637
1;150;6.925078e-006;2.207848e+002;220.775900;0.389986;89.437689;3.693020
2;200;8.162451e-006;2.798415e+002;279.872637;0.403752;110.502762;4.542183
3;250;9.366612e-006;3.390659e+002;339.049191;0.404619;130.463095;3.625783
4;300;1.046652e-005;3.963281e+002;396.466286;0.410474;150.033776;3.578107
5;350;1.159682e-005;4.575156e+002;457.375967;0.439958;171.857736;3.746139
6;400;1.272751e-005;5.187440e+002;518.677099;0.472525;191.559453;4.036127
7;450;1.379253e-005;5.830073e+002;583.229170;0.409293;212.298194;5.226906
8;500;1.490318e-005;6.478458e+002;647.435157;0.451094;233.816844;3.846334
9;550;1.601585e-005;7.079683e+002;707.750847;0.446159;257.237011;3.152772
10;600;1.700414e-005;7.736683e+002;773.653997;0.452296;277.590537;4.330654
11;650;1.800450e-005;8.490679e+002;849.197762;0.452607;301.289309;4.140546
12;700;1.895659e-005;9.218256e+002;921.891466;0.425738;324.883812;4.623870
13;750;1.990106e-005;9.994061e+002;999.548127;0.437177;349.392493;3.736736
14;800;2.084334e-005;1.088546e+003;1088.846994;0.449018;376.211204;3.743325
15;850;2.182787e-005;1.176807e+003;1176.679370;0.462808;402.502064;3.451944
16;900;2.276762e-005;1.261682e+003;1261.378417;0.493580;428.511863;4.749581
