Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;3.792602e-006;3.123379e+002;316.695523;0.490354;90.761794;1.662581
1;150;4.742756e-006;4.256038e+002;430.264183;0.480607;129.960770;1.774345
2;200;5.586195e-006;5.311652e+002;536.504972;0.445401;166.820021;1.638870
3;250;6.336091e-006;6.406711e+002;646.404958;0.457696;203.483913;1.516732
4;300;7.040354e-006;7.400662e+002;746.725899;0.537564;239.034285;1.650880
5;350;7.714888e-006;8.463122e+002;852.737413;0.503411;273.027637;1.383448
6;400;8.422478e-006;9.491725e+002;956.615584;0.594391;308.094719;1.714870
7;450;9.102451e-006;1.057664e+003;1065.678842;0.542549;340.600004;1.728037
8;500;9.729789e-006;1.163084e+003;1171.952493;0.568592;372.884237;1.700551
9;550;1.028912e-005;1.283325e+003;1292.705469;0.734830;409.666490;1.520302
10;600;1.086390e-005;1.395858e+003;1404.412641;0.682364;440.030790;1.401125
11;650;1.137959e-005;1.507396e+003;1516.856322;0.667598;472.783704;1.774164
12;700;1.197275e-005;1.630890e+003;1641.248046;0.636670;507.628357;1.550206
13;750;1.251854e-005;1.759212e+003;1769.782468;0.758904;540.706683;1.504378
14;800;1.305435e-005;1.874559e+003;1885.411510;0.860805;572.933012;1.581582
15;850;1.366760e-005;2.007737e+003;2018.397851;0.719716;608.946128;1.756677
16;900;1.443516e-005;2.100521e+003;2111.647403;0.744170;636.072741;1.657192
