Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;7.611022e-006;2.605782e+002;262.887280;0.475587;64.399329;1.814354
1;150;9.406078e-006;3.564352e+002;358.903007;0.462716;90.533171;1.886844
2;200;1.090548e-005;4.537576e+002;456.884980;0.502043;117.101546;2.048365
3;250;1.217835e-005;5.639084e+002;567.447325;0.480223;145.314781;1.566483
4;300;1.324891e-005;7.007756e+002;707.437934;0.399536;186.727492;1.850808
5;350;1.414131e-005;8.082932e+002;815.657894;0.545331;218.091670;1.981949
6;400;1.486344e-005;8.830439e+002;891.007506;0.674378;241.180842;1.869873
7;450;1.556003e-005;9.416027e+002;950.453540;0.512934;259.187418;1.834559
8;500;1.626123e-005;9.903880e+002;999.148125;0.538058;273.445453;2.075351
9;550;1.691689e-005;1.036904e+003;1046.035515;0.525862;286.119559;1.858217
10;600;1.760334e-005;1.081388e+003;1090.586083;0.655542;299.830130;1.736928
11;650;1.850872e-005;1.110759e+003;1120.111702;0.527822;309.311550;1.804173
12;700;1.924490e-005;1.135244e+003;1144.844644;0.607427;316.977130;2.206249
13;750;2.014066e-005;1.171920e+003;1181.297511;0.725001;325.326653;1.948180
14;800;2.109797e-005;1.207406e+003;1217.830028;0.517793;336.794950;1.894676
15;850;2.227739e-005;1.226535e+003;1236.826861;0.595618;343.919230;2.017351
16;900;2.348735e-005;1.247667e+003;1257.812304;0.565671;347.529114;1.899023
