Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;8.941734e-006;2.567187e+002;261.384237;0.515832;72.644456;1.727651
1;150;1.112250e-005;3.582955e+002;363.628672;0.497832;99.675327;1.533912
2;200;1.299196e-005;4.612214e+002;466.792673;0.579995;127.505982;1.581558
3;250;1.454664e-005;5.777049e+002;583.917607;0.551881;159.315099;1.722665
4;300;1.577621e-005;6.956431e+002;703.272899;0.597502;192.999153;1.704309
5;350;1.679561e-005;7.876008e+002;795.383466;0.549615;220.668774;1.644436
6;400;1.772618e-005;8.549312e+002;863.317488;0.554608;239.687571;1.835976
7;450;1.868667e-005;9.061520e+002;914.802601;0.612603;256.269320;1.705603
8;500;1.942599e-005;9.498417e+002;958.579965;0.619462;269.417612;1.874319
9;550;2.037009e-005;1.004433e+003;1013.539201;0.935803;286.882312;1.725207
10;600;2.134387e-005;1.047286e+003;1056.428568;0.568981;299.009448;1.699117
11;650;2.241428e-005;1.081094e+003;1090.541272;0.704542;308.327152;1.708518
12;700;2.349730e-005;1.112217e+003;1121.584713;0.644153;316.786532;1.701440
13;750;2.464579e-005;1.148093e+003;1157.369852;0.630676;326.519727;1.495262
14;800;2.589308e-005;1.184880e+003;1194.328402;0.647310;336.165263;1.895754
15;850;2.736928e-005;1.218409e+003;1227.941717;0.734226;346.651405;1.783758
16;900;2.880085e-005;1.233710e+003;1244.236066;1.068530;352.858269;1.961664
