Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;50;5.758246e-006;1.087042e+002;108.922312;0.695629;44.332059;14.106328
1;100;8.555362e-006;1.761742e+002;175.930417;0.645333;80.098181;10.495931
2;150;1.074816e-005;2.343578e+002;235.011756;0.759907;101.260194;0.000112
3;200;1.291634e-005;2.827879e+002;282.812118;0.716493;122.331931;22.547925
4;250;1.498789e-005;3.355901e+002;335.609729;0.781393;140.425102;3.135438
5;300;1.671979e-005;3.934146e+002;393.530549;0.705278;159.775854;6.956940
6;350;1.848638e-005;4.473808e+002;446.841582;0.731746;174.774724;1.922821
7;400;2.035094e-005;4.971341e+002;497.623034;0.786677;196.473912;25.930883
8;450;2.226877e-005;5.564306e+002;556.711158;0.785258;209.147581;9.110523
9;500;2.421608e-005;6.132269e+002;612.799016;0.797803;227.367234;14.079187
10;550;2.591257e-005;6.657094e+002;665.513846;0.903074;247.344424;4.561033
11;600;2.779124e-005;7.177223e+002;717.771427;0.853831;263.114761;20.256526
12;650;2.966024e-005;7.728442e+002;773.042958;0.812143;281.863680;17.590242
13;700;3.163988e-005;8.322588e+002;832.475014;0.875767;299.628267;5.893116
14;750;3.361884e-005;8.912073e+002;891.962512;0.877437;322.551340;28.285034
15;800;3.544746e-005;9.570807e+002;956.984273;0.774986;340.233993;30.470125
16;850;3.788710e-005;1.025142e+003;1025.678012;0.935296;358.233606;17.430555
17;900;3.986655e-005;1.093509e+003;1093.386315;0.748297;375.383934;1.766948
