Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;2.802722e-006;2.076699e+002;220.539279;0.376085;91.578518;5.099366
1;150;3.522581e-006;2.861421e+002;299.360626;0.392394;120.042774;5.808805
2;200;4.161333e-006;3.635637e+002;376.369167;0.357956;145.744229;5.670296
3;250;4.752664e-006;4.450216e+002;457.310254;0.464944;173.582966;6.391153
4;300;5.334181e-006;5.158774e+002;529.854002;0.360713;197.976327;4.667001
5;350;5.873095e-006;5.929999e+002;606.763858;0.412919;226.540730;5.327432
6;400;6.433179e-006;6.833442e+002;693.292073;0.422519;253.444785;5.474884
7;450;6.947861e-006;7.587861e+002;770.977112;0.431858;280.159031;5.259514
8;500;7.453626e-006;8.399934e+002;852.130287;0.493491;306.139650;6.596891
9;550;7.996987e-006;8.934415e+002;913.659485;0.815326;330.209216;4.904636
10;600;8.471456e-006;9.747422e+002;992.032683;0.389016;355.810421;4.871110
11;650;9.039028e-006;1.089919e+003;1099.646853;0.810013;385.228499;4.735416
12;700;9.501616e-006;1.161807e+003;1177.910765;0.505365;409.724871;4.897897
13;750;9.969810e-006;1.260704e+003;1272.145425;0.538691;436.760025;5.139907
14;800;1.053827e-005;1.377719e+003;1388.161403;0.442368;469.497352;5.697138
15;850;1.100720e-005;1.482438e+003;1494.139389;0.621234;496.419221;6.016927
16;900;1.155637e-005;1.559702e+003;1572.151257;0.473319;518.986447;4.750835
