Num,Voltage,Ileak[nA],CCE[a.u.],CCE2[a.u.],MPV[mV],Noise[mV],Error mu,Error mean
0,-900.0,-1.725514e-05,1833.021312523225,1833.021312523225,601.4448160535117,3.0382425870909597,0.7899390491452355,0.7899390491452355
1,-850.0,-1.665398e-05,1782.5060364176884,1782.5060364176884,584.8026755852843,3.116244246620689,0.6935906574161153,0.6935906574161153
2,-800.0,-1.611285e-05,1703.8095934596802,1703.8095934596802,558.2341137123746,3.8383824344147808,1.6634224280799301,1.6634224280799301
3,-750.0,-1.560991e-05,1629.5839108138236,1629.5839108138236,533.4314381270902,4.310459421786235,0.635945994192129,0.635945994192129
4,-700.0,-1.507263e-05,1565.0982028985502,1565.0982028985502,511.67892976588627,4.04504437739477,0.6399160047951511,0.6399160047951511
5,-650.0,-1.452845e-05,1490.4483507989594,1490.4483507989594,487.81270903010034,4.151723787035772,0.5682499681308794,0.5682499681308794
6,-600.0,-1.405592e-05,1405.6988658491264,1405.6988658491264,458.9163879598662,3.6801911256488653,0.5857167966307617,0.5857167966307617
7,-550.0,-1.350854e-05,1299.9911170568557,1299.9911170568557,425.4180602006689,3.413914834901728,0.5098903543671834,0.5098903543671834
8,-500.0,-1.273396e-05,1171.3836283909327,1171.3836283909327,385.01672240802674,3.4881514151592903,0.4721424226453581,0.4721424226453581
9,-450.0,-1.202583e-05,1039.8763522853956,1039.8763522853956,344.24080267558526,3.6598975015755433,0.47417535366497227,0.47417535366497227
10,-400.0,-1.128917e-05,917.8899620958747,917.8899620958747,306.70234113712377,3.4105326385993058,0.4327304064707054,0.4327304064707054
11,-350.0,-1.049956e-05,804.8502296544033,804.8502296544033,271.571906354515,3.434054503407396,0.40363714164184206,0.40363714164184206
12,-300.0,-9.987574e-06,696.4013377926419,696.4013377926419,237.64548494983276,3.3989242544192804,0.38310021780032855,0.38310021780032855
13,-250.0,-8.805064e-06,593.7233504273502,593.7233504273502,203.69230769230768,4.1094928296338615,0.43337815936890106,0.43337815936890106
14,-200.0,-7.632678e-06,492.8167313266441,492.8167313266441,169.79264214046822,4.669162913683297,0.4568189500852236,0.4568189500852236
15,-150.0,-6.4415e-06,389.66272761055353,389.66272761055353,135.7859531772575,4.379252452685721,0.37874028799239257,0.37874028799239257
16,-100.0,-5.000908e-06,286.3723641768858,286.3723641768858,100.49498327759197,4.247848834049252,0.5727486839185886,0.5727486839185886
