Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;9.014037e-006;2.523105e+002;256.233316;0.475533;71.159448;1.667292
1;150;1.122812e-005;3.469070e+002;352.280207;0.522136;97.646179;1.971107
2;200;1.314097e-005;4.433479e+002;449.851338;0.495806;124.023642;2.033592
3;250;1.473060e-005;5.579157e+002;564.895728;0.528548;154.356181;1.497784
4;300;1.608614e-005;6.742277e+002;682.273271;0.494616;187.807519;1.869536
5;350;1.723716e-005;7.573484e+002;765.844849;0.528163;212.222632;1.913508
6;400;1.835315e-005;8.331603e+002;842.124089;0.551407;233.600748;1.704565
7;450;1.931360e-005;8.941402e+002;903.114107;0.679083;251.130206;1.698793
8;500;1.976530e-005;9.458155e+002;955.590686;0.566767;265.874012;1.562910
9;550;2.097293e-005;9.854567e+002;994.732288;0.700254;278.302034;1.597459
10;600;2.188335e-005;1.021723e+003;1031.629100;0.654453;289.515169;1.815149
11;650;2.287759e-005;1.047072e+003;1057.183838;0.666012;296.903550;1.872522
12;700;2.390638e-005;1.068407e+003;1078.507793;0.638748;304.122536;2.021993
13;750;2.516927e-005;1.097487e+003;1107.959595;0.597837;312.476797;2.114418
14;800;2.659992e-005;1.131141e+003;1141.363699;0.684823;321.289835;1.884966
15;850;2.814878e-005;1.169447e+003;1179.828633;0.723260;331.216482;1.965586
16;900;2.972434e-005;1.201623e+003;1212.037190;0.677025;340.976737;1.914935
