Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;6.802538e-006;2.065522e+002;218.429139;1.035602;107.748794;21.574465
1;150;8.475968e-006;2.858269e+002;296.424031;1.081059;128.367320;24.978375
2;200;9.955870e-006;3.587515e+002;367.593631;0.933733;153.059023;24.118201
3;250;1.143127e-005;4.276350e+002;437.770254;1.068219;171.452926;18.597878
4;300;1.268797e-005;4.932520e+002;506.587096;1.197878;193.470911;30.934016
5;350;1.393625e-005;5.609027e+002;572.097070;0.854592;208.380294;20.871435
6;400;1.516390e-005;6.263946e+002;635.256426;0.915303;229.469892;17.154152
7;450;1.628828e-005;6.951677e+002;705.751581;0.906548;247.149420;22.331482
8;500;1.751159e-005;7.705511e+002;778.504778;0.986763;273.893261;17.535533
9;550;1.875283e-005;8.538349e+002;862.096429;0.958854;295.144496;17.879726
10;600;1.967970e-005;9.232851e+002;933.525262;0.992218;315.875763;17.169852
11;650;2.075023e-005;1.007463e+003;1012.673756;0.879034;340.586775;17.121453
12;700;2.181939e-005;1.109047e+003;1113.304705;1.027677;364.747377;25.007812
13;750;2.286013e-005;1.190874e+003;1194.839390;0.986661;390.857030;24.296429
14;800;2.397951e-005;1.252062e+003;1255.445762;1.017297;411.189360;15.685436
15;850;2.544846e-005;1.286104e+003;1291.602774;1.653904;422.952278;14.332824
16;900;2.643442e-005;1.342812e+003;1348.227582;1.153637;435.752050;16.719525
