Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;1.347210e-006;6.574405e+001;65.011142;0.457735;25.790200;1.777786
1;150;1.774345e-006;9.255086e+001;91.831882;0.427873;35.953037;1.663857
2;200;2.191847e-006;1.216800e+002;120.497126;0.420388;46.122827;1.684085
3;250;2.653663e-006;1.531967e+002;152.149132;0.429015;57.027727;1.718100
4;300;3.164402e-006;1.857812e+002;184.463267;0.453948;68.730330;1.760952
5;350;3.722804e-006;2.289310e+002;226.631950;0.445898;83.048079;1.850078
6;400;4.355958e-006;2.720847e+002;269.209085;0.413361;97.767825;2.018712
7;450;5.077627e-006;3.227799e+002;319.139950;0.431946;114.545599;1.807722
8;500;5.903398e-006;3.818381e+002;377.768457;0.479305;134.806337;1.649849
9;550;6.899780e-006;4.510246e+002;445.812760;0.481826;157.904270;1.628633
10;600;8.116546e-006;5.301440e+002;524.110006;0.569829;183.576074;2.057728
11;650;9.575025e-006;6.167909e+002;610.176698;0.623097;212.659207;1.975714
12;700;1.128961e-005;7.153888e+002;707.671538;0.464367;244.146489;2.018592
13;750;1.329802e-005;8.251218e+002;815.715418;0.589137;278.664842;1.972907
14;800;1.572305e-005;9.549967e+002;944.623634;0.592184;317.720321;2.135342
15;850;1.841611e-005;1.104947e+003;1093.039421;0.675497;362.721336;2.004462
16;900;2.108168e-005;1.260158e+003;1246.746942;0.780669;408.302394;2.112145
