Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;1.423570e-005;1.153815e+002;140.936592;0.692835;61.327133;9.439459
1;150;1.779608e-005;1.651353e+002;186.593115;0.645772;72.884605;9.369829
2;200;2.102192e-005;2.101900e+002;228.303631;0.771557;82.631750;9.708470
3;250;2.410041e-005;2.594184e+002;275.610201;0.660241;95.063684;11.320041
4;300;2.719267e-005;3.038997e+002;319.293073;0.688869;103.883377;9.693733
5;350;3.027020e-005;3.443266e+002;360.775803;0.676501;116.366369;9.288272
6;400;3.323282e-005;3.840030e+002;408.399750;0.662787;127.085059;9.518850
7;450;3.629639e-005;4.231144e+002;455.501501;0.724561;143.603759;7.224054
8;500;3.941813e-005;4.698303e+002;507.842598;0.721210;164.753295;16.588054
9;550;4.262512e-005;5.159269e+002;554.779755;0.754714;175.062019;14.038863
10;600;4.592736e-005;5.550577e+002;598.391918;0.718986;184.944758;12.489401
11;650;4.946733e-005;5.980369e+002;640.784416;0.796562;193.195608;7.937646
12;700;5.290279e-005;6.430457e+002;681.798284;0.602914;202.738723;8.218784
13;750;5.732180e-005;6.915005e+002;727.167986;0.639063;213.985848;9.323740
14;800;6.238252e-005;7.389807e+002;774.094865;0.723589;227.331071;7.779490
15;850;6.836224e-005;7.817028e+002;815.827492;0.719995;237.557938;9.766512
16;900;7.507380e-005;8.206168e+002;853.812881;0.732814;248.013217;8.448634
