Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;7.896296e-006;2.506615e+002;250.615658;0.637802;93.796485;6.921669
1;150;9.602873e-006;3.594497e+002;359.060682;0.666049;122.556280;6.716681
2;200;1.078836e-005;4.758655e+002;476.165740;0.657353;153.457296;5.707832
3;250;1.179661e-005;5.949526e+002;594.858782;0.657076;186.778450;6.402100
4;300;1.258381e-005;6.951938e+002;695.033071;0.641342;214.455645;5.992350
5;350;1.318737e-005;7.739539e+002;774.588314;0.753101;235.771172;5.769083
6;400;1.381091e-005;8.207525e+002;820.726164;0.724335;250.409763;6.559541
7;450;1.437660e-005;8.605127e+002;861.266720;0.875963;259.910016;6.063471
8;500;1.502000e-005;9.032184e+002;903.193035;0.781500;271.744209;6.988205
9;550;1.557820e-005;9.418099e+002;941.801066;0.710105;284.336818;6.605209
10;600;1.625133e-005;9.577813e+002;957.583088;0.842021;290.614918;5.899176
11;650;1.697910e-005;9.844764e+002;985.246310;0.693025;296.149013;6.381763
12;700;1.777162e-005;1.020106e+003;1020.081502;0.779977;307.314673;6.549958
13;750;1.868536e-005;1.040006e+003;1039.231711;0.800444;313.613004;5.452819
14;800;1.964102e-005;1.055213e+003;1055.049190;0.786918;320.077313;8.937973
15;850;2.061842e-005;1.086253e+003;1085.443528;0.949095;326.502681;5.569067
16;900;2.165778e-005;1.115416e+003;1116.280756;0.872691;334.548525;6.614763
