Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;1.462486e-006;7.187613e+001;64.596218;0.701713;38.966302;17.962006
1;150;1.911018e-006;9.875005e+001;92.184269;0.720295;44.847735;20.435291
2;200;2.372285e-006;1.249473e+002;116.425597;0.868168;54.791855;15.405942
3;250;2.859892e-006;1.560755e+002;147.965216;0.830690;83.209906;19.398711
4;300;3.387999e-006;1.837008e+002;174.601218;0.764955;98.019450;21.873160
5;350;3.974704e-006;2.163885e+002;204.146714;0.817696;111.004881;21.827060
6;400;4.614883e-006;2.558878e+002;243.998519;0.770683;119.695486;18.657951
7;450;5.351796e-006;3.003496e+002;288.222327;0.836240;135.450334;21.322463
8;500;6.179901e-006;3.465863e+002;332.931750;0.816292;144.526187;19.664424
9;550;7.161425e-006;4.014749e+002;386.944943;0.851262;165.842214;22.078658
10;600;8.368443e-006;4.641606e+002;448.359957;0.821568;184.769144;20.268363
11;650;9.732051e-006;5.302005e+002;513.614383;0.935570;207.563412;17.369584
12;700;1.152161e-005;6.074221e+002;590.750064;0.935349;228.758346;18.141770
13;750;1.317829e-005;6.995551e+002;681.750722;1.007322;255.988059;18.358705
14;800;1.538012e-005;7.993525e+002;778.545892;0.967919;285.557180;16.314503
15;850;1.785172e-005;9.116145e+002;890.248692;1.161312;325.910739;23.580762
16;900;2.058171e-005;1.048903e+003;1030.896678;1.310643;363.985318;21.140365
