Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;1.822914e-006;7.533841e+001;88.323099;0.815832;70.338933;14.250314
1;150;2.270324e-006;1.037031e+002;116.186462;0.788933;87.227869;13.362960
2;200;2.694858e-006;1.271028e+002;142.265550;0.844102;98.239448;16.778022
3;250;3.175390e-006;1.611985e+002;174.936711;0.836389;114.689718;14.276228
4;300;3.608285e-006;1.919481e+002;206.240211;0.708200;118.400423;15.211123
5;350;4.083325e-006;2.295823e+002;241.448500;0.729855;129.930010;12.104593
6;400;4.597764e-006;2.643375e+002;275.910767;0.768687;142.413046;12.117014
7;450;5.114280e-006;3.013957e+002;312.327662;0.730666;157.108802;11.468392
8;500;5.717619e-006;3.442741e+002;354.877433;0.743716;170.875092;11.206773
9;550;6.419436e-006;3.839717e+002;394.843191;0.757153;188.990419;14.539973
10;600;7.171883e-006;4.278123e+002;440.707658;0.791337;202.336834;15.613037
11;650;7.953055e-006;4.725020e+002;485.321264;0.772350;221.014680;12.719951
12;700;9.000011e-006;5.273615e+002;538.879716;0.801643;239.908874;11.790624
13;750;1.008159e-005;5.866975e+002;598.047518;1.053687;261.771377;12.078824
14;800;1.135687e-005;6.391628e+002;651.795352;0.982518;283.523697;19.328701
15;850;1.289815e-005;7.003403e+002;715.676459;0.913625;309.813428;14.494804
16;900;1.453203e-005;7.620004e+002;779.230119;0.761887;330.866701;12.915475
