Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;1.379016e-005;1.518467e+002;156.559150;0.430783;52.992297;1.914153
1;150;1.728704e-005;1.978666e+002;202.607524;0.404022;55.768118;1.940793
2;200;2.036777e-005;2.402982e+002;245.376223;0.422301;66.643184;2.025221
3;250;2.336377e-005;2.851831e+002;290.335245;0.425291;78.075590;1.904089
4;300;2.627712e-005;3.300354e+002;335.595729;0.446903;89.137941;2.024911
5;350;2.918853e-005;3.792471e+002;385.096449;0.489485;100.655895;2.161485
6;400;3.238310e-005;4.302805e+002;437.023183;0.460921;111.286345;1.779182
7;450;3.564706e-005;4.843427e+002;490.552543;0.514416;125.649110;1.730003
8;500;3.875945e-005;5.408878e+002;548.143222;0.473033;141.831340;1.814169
9;550;4.199501e-005;5.980224e+002;605.715724;0.492584;158.285642;2.089983
10;600;4.492033e-005;6.504020e+002;658.467134;0.518507;172.360444;1.835406
11;650;4.836819e-005;7.006812e+002;709.146069;0.508846;185.796500;1.997051
12;700;5.220267e-005;7.517449e+002;760.172470;0.504116;199.070651;1.952074
13;750;5.674788e-005;8.043425e+002;812.704027;0.556405;213.925131;1.865477
14;800;6.207961e-005;8.565515e+002;864.832864;0.523293;228.904305;1.920661
15;850;6.848694e-005;9.025499e+002;911.665584;0.534990;244.929361;1.902389
16;900;7.401530e-005;9.476753e+002;956.711270;0.688170;258.090890;1.930329
