Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;1.073936e-005;1.237268e+002;129.323277;0.468693;39.160159;1.822555
1;150;1.350004e-005;1.648236e+002;170.958178;0.501265;50.553254;2.628006
2;200;1.606718e-005;2.102415e+002;216.807279;0.443036;62.644722;1.985874
3;250;1.849077e-005;2.524876e+002;259.208735;0.484786;74.983771;1.865426
4;300;2.086457e-005;2.956620e+002;302.321794;0.439645;87.073994;1.949618
5;350;2.324137e-005;3.397753e+002;347.094616;0.448906;99.765639;2.068317
6;400;2.559888e-005;3.896288e+002;396.874098;0.476686;112.370896;2.111055
7;450;2.798900e-005;4.438279e+002;451.573696;0.504466;127.481329;1.768619
8;500;3.032416e-005;5.002629e+002;508.683061;0.492842;142.110146;1.916814
9;550;3.290525e-005;5.565015e+002;565.130309;0.515510;159.293647;2.074070
10;600;3.549508e-005;6.182222e+002;626.881140;0.526793;176.033496;2.099410
11;650;3.772451e-005;6.775637e+002;686.669907;0.477153;191.893945;2.203595
12;700;4.024106e-005;7.334209e+002;742.787576;0.517582;207.038539;2.039329
13;750;4.280054e-005;7.870247e+002;797.276192;0.518612;221.983399;2.062890
14;800;4.571704e-005;8.343231e+002;844.502389;0.531650;235.238903;1.976674
15;850;4.931689e-005;8.788442e+002;889.257557;0.555222;247.846108;2.000355
16;900;5.320182e-005;9.262449e+002;936.811818;0.604222;261.088671;1.911579
