Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;2.462747e-006;2.287504e+002;232.446470;0.440520;77.800572;1.884355
1;150;3.071205e-006;3.160301e+002;320.927046;0.442962;107.340556;1.509241
2;200;3.611554e-006;3.985527e+002;403.742163;0.431236;137.241385;1.559707
3;250;4.109262e-006;4.757297e+002;481.167954;0.455879;164.487217;1.657096
4;300;4.604023e-006;5.597501e+002;565.815612;0.472433;193.215083;1.620460
5;350;5.062770e-006;6.468425e+002;653.425143;0.414898;224.865591;1.631682
6;400;5.514203e-006;7.214423e+002;728.771409;0.429393;251.413797;1.648923
7;450;5.975674e-006;8.063875e+002;814.085079;0.472576;279.111065;1.490326
8;500;6.458720e-006;8.905904e+002;898.619956;0.595749;308.368188;1.634801
9;550;6.920829e-006;9.699755e+002;978.543589;0.529708;333.208976;1.682504
10;600;7.383660e-006;1.068085e+003;1077.334770;0.552922;364.791046;1.706791
11;650;7.858354e-006;1.150796e+003;1160.185606;0.535462;392.469357;1.572068
12;700;8.308180e-006;1.253080e+003;1263.214465;0.627950;421.931734;1.653270
13;750;8.832990e-006;1.335447e+003;1345.372444;0.671393;447.997538;1.685737
14;800;9.358835e-006;1.437075e+003;1446.961861;0.621730;476.511205;1.584177
15;850;9.942701e-006;1.528180e+003;1538.595266;0.606544;504.712079;1.704338
16;900;2.849960e-005;1.634133e+003;1645.266247;0.727407;533.379823;1.529902
