Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;5.436416e-006;1.658673e+002;143.972695;0.718342;90.810153;10.313830
1;150;6.795261e-006;2.269529e+002;204.024350;0.773107;117.872407;14.864922
2;200;8.054633e-006;2.812519e+002;260.173470;0.882674;129.235468;16.177939
3;250;9.174897e-006;3.406823e+002;318.677814;0.700166;150.988933;19.693450
4;300;1.031134e-005;4.008968e+002;375.803475;0.787169;171.872787;14.565651
5;350;1.153961e-005;4.603027e+002;433.342694;0.759111;195.201931;15.780429
6;400;1.273118e-005;5.200132e+002;489.410546;0.893421;214.307970;17.409729
7;450;1.384883e-005;5.811655e+002;544.179757;0.728615;234.821470;16.803455
8;500;1.486660e-005;6.521189e+002;621.839753;0.723637;248.876761;14.524202
9;550;1.587666e-005;7.167912e+002;685.836452;0.767953;273.327586;15.537428
10;600;1.695634e-005;7.866125e+002;757.966949;0.731960;290.168101;14.727899
11;650;1.805555e-005;8.592729e+002;829.823041;0.774229;312.064414;14.775259
12;700;1.927010e-005;9.463638e+002;915.446653;0.855751;336.343964;16.355816
13;750;2.019726e-005;1.030081e+003;997.875215;0.819358;360.065582;13.297042
14;800;2.110330e-005;1.127003e+003;1098.369012;0.900301;387.340042;11.984298
15;850;2.198518e-005;1.256430e+003;1226.226235;1.410978;415.316397;12.467948
16;900;2.302731e-005;1.353878e+003;1321.970007;0.855131;440.869451;13.103150
