Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;4.189701e-006;1.462122e+002;157.064537;0.409100;75.900542;5.068325
1;150;5.275609e-006;2.027557e+002;214.226697;0.357362;96.912734;5.432511
2;200;6.233590e-006;2.558938e+002;267.416587;0.379954;116.502725;5.454129
3;250;7.183904e-006;3.097058e+002;321.620269;0.375871;139.136383;6.021049
4;300;8.115797e-006;3.636605e+002;375.848333;0.350108;157.169944;7.334138
5;350;8.982272e-006;4.172474e+002;429.188698;0.375591;176.474639;5.577053
6;400;9.838940e-006;4.718351e+002;483.603342;0.371545;198.219153;5.901716
7;450;1.073220e-005;5.242823e+002;536.565260;0.399714;217.176296;7.433501
8;500;1.158641e-005;5.823243e+002;594.648547;0.353407;239.910662;5.619580
9;550;1.252483e-005;6.384966e+002;649.265256;0.404818;260.979119;5.089173
10;600;1.342351e-005;6.944643e+002;705.915553;0.369279;280.212534;7.613777
11;650;1.431246e-005;7.525021e+002;763.971333;0.343638;298.443079;4.867911
12;700;1.529858e-005;8.114243e+002;823.471796;0.349789;320.258099;4.319938
13;750;1.620164e-005;8.683098e+002;881.063748;0.430101;340.985834;6.611865
14;800;1.720244e-005;9.255032e+002;939.491497;0.437744;363.178659;11.815742
15;850;1.826256e-005;9.919564e+002;1005.766868;0.461101;383.120940;7.911953
16;900;1.935757e-005;1.058948e+003;1072.306042;0.440627;405.007279;9.496006
