Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;5.439819e-006;5.991549e+001;59.751827;0.851363;35.508171;6.531619
1;150;7.178628e-006;8.791652e+001;87.702342;0.625909;42.790961;5.314777
2;200;8.953883e-006;1.169618e+002;116.784005;0.671397;51.023992;8.728020
3;250;1.083515e-005;1.482484e+002;148.879843;0.735818;56.401238;7.936693
4;300;1.279549e-005;1.807955e+002;181.167064;0.639952;63.735191;5.763865
5;350;1.486561e-005;2.184191e+002;217.997805;0.729054;74.754570;6.583074
6;400;1.707794e-005;2.547204e+002;255.009325;0.708218;85.434357;6.400428
7;450;1.932006e-005;2.933060e+002;293.883070;0.678026;95.388892;5.425494
8;500;2.170929e-005;3.407806e+002;340.482308;0.672563;108.400012;7.100955
9;550;2.437902e-005;3.883662e+002;388.411357;0.764281;118.548481;6.757695
10;600;2.702501e-005;4.411953e+002;440.553211;0.756916;133.291297;6.285490
11;650;2.977209e-005;4.963508e+002;496.650812;0.775074;146.946588;6.123768
12;700;3.267694e-005;5.512319e+002;550.725680;0.779705;162.122998;6.821783
13;750;3.544620e-005;6.123254e+002;612.009108;0.691386;179.366563;5.295408
14;800;3.826999e-005;6.810170e+002;680.948524;0.749003;198.709596;7.665171
15;850;4.114856e-005;7.583342e+002;757.834670;0.744680;216.375932;6.087417
16;900;4.383463e-005;8.290052e+002;828.837906;0.822386;233.917792;6.922197
