Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;5.780521e-006;2.214160e+002;214.188584;0.626316;97.975698;13.166955
1;150;7.259438e-006;2.980353e+002;294.331015;0.711472;125.638292;10.370393
2;200;8.576121e-006;3.718733e+002;365.413199;0.603018;150.459983;10.902364
3;250;9.822234e-006;4.402029e+002;433.817343;0.752525;174.421111;9.281540
4;300;1.101002e-005;5.090739e+002;500.958719;0.703322;204.505940;11.266383
5;350;1.219590e-005;5.720472e+002;563.748872;0.590306;223.997583;13.504023
6;400;1.336535e-005;6.387272e+002;631.744307;0.674159;248.874040;11.996219
7;450;1.444110e-005;7.097625e+002;702.134309;0.790112;273.284543;11.541058
8;500;1.551852e-005;7.754642e+002;769.112001;0.729983;297.938017;8.975711
9;550;1.666685e-005;8.357217e+002;827.897238;0.703971;322.960337;11.496779
10;600;1.773962e-005;9.105318e+002;903.583781;0.814148;345.927047;10.307513
11;650;1.887821e-005;9.812811e+002;972.796353;0.706202;371.186584;12.443633
12;700;1.997909e-005;1.046981e+003;1039.601328;0.724342;390.424050;12.616870
13;750;2.110614e-005;1.128769e+003;1120.684721;0.791775;418.138620;10.238389
14;800;2.220675e-005;1.188193e+003;1179.819544;0.687273;437.534157;12.208682
15;850;2.331879e-005;1.273207e+003;1264.862037;0.804893;461.661240;13.388351
16;900;2.461434e-005;1.347739e+003;1340.721587;0.820430;484.020060;10.711457
