Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;5.771471e-006;5.985627e+001;59.778373;0.599500;38.937948;5.932188
1;150;7.557688e-006;8.902412e+001;88.433443;0.662634;44.473761;6.561442
2;200;9.382291e-006;1.143992e+002;114.800325;0.644030;51.399779;6.869436
3;250;1.125865e-005;1.457095e+002;145.674260;0.643344;58.299819;8.077664
4;300;1.320662e-005;1.791400e+002;178.957980;0.688546;66.254830;6.782228
5;350;1.518227e-005;2.150427e+002;215.464983;0.621801;75.555207;7.159875
6;400;1.728772e-005;2.494910e+002;248.895823;0.663488;85.571557;5.903344
7;450;1.950566e-005;2.874615e+002;287.268772;0.705389;96.302710;6.323600
8;500;2.187409e-005;3.309381e+002;330.680316;0.682998;106.243402;6.485231
9;550;2.423337e-005;3.771749e+002;377.469014;0.639878;122.351687;8.145265
10;600;2.670601e-005;4.217583e+002;421.560087;0.687883;132.403327;7.535977
11;650;2.927610e-005;4.676508e+002;467.345233;0.736967;145.063678;7.167123
12;700;3.183721e-005;5.293022e+002;529.602303;0.637629;161.969800;6.836061
13;750;3.451056e-005;5.922050e+002;592.788107;0.661834;175.477291;5.662217
14;800;3.715217e-005;6.553055e+002;656.030723;0.675683;193.962992;7.209650
15;850;3.983752e-005;7.166729e+002;716.543658;0.618636;209.963667;7.553240
16;900;4.228828e-005;7.768209e+002;777.209597;0.743497;224.332696;7.673956
