Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;2.212337e-006;2.185497e+002;219.479831;0.244458;77.455784;1.362006
1;150;2.769837e-006;2.991234e+002;300.568976;0.276885;106.032998;1.562696
2;200;3.270040e-006;3.821630e+002;384.255496;0.320277;134.803928;1.356099
3;250;3.717318e-006;4.589713e+002;461.461479;0.359097;163.657550;1.472455
4;300;4.150397e-006;5.361685e+002;539.272930;0.356556;190.119090;1.193779
5;350;4.580935e-006;6.193293e+002;622.901719;0.310134;220.272718;1.290896
6;400;5.030365e-006;6.953362e+002;699.515215;0.330348;247.746724;1.338776
7;450;5.462521e-006;7.777643e+002;782.595799;0.369742;275.806801;1.182048
8;500;5.897181e-006;8.668661e+002;872.488853;0.509843;304.901259;1.488213
9;550;6.288763e-006;9.526765e+002;958.060628;0.483216;335.212258;1.217228
10;600;6.711231e-006;1.046024e+003;1053.147901;0.529144;367.444323;1.654831
11;650;7.168516e-006;1.133279e+003;1140.570891;0.402852;395.929613;1.206203
12;700;7.656434e-006;1.205547e+003;1212.358520;0.604407;416.282049;1.091772
13;750;8.183266e-006;1.306834e+003;1314.914591;0.632389;446.873596;1.236174
14;800;8.708210e-006;1.407231e+003;1418.673240;0.706678;480.694454;1.461159
15;850;9.289269e-006;1.509848e+003;1518.840660;0.395979;510.341110;1.163671
16;900;9.977210e-006;1.617015e+003;1626.317186;0.453440;539.586111;1.343955
