Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;1.754665e-006;1.771039e+002;188.427147;0.367653;76.304428;2.888622
1;150;2.177297e-006;2.453574e+002;255.576604;0.367013;99.527281;3.570873
2;200;2.570127e-006;3.117927e+002;322.396531;0.383299;120.931789;3.428831
3;250;2.940539e-006;3.778117e+002;386.832521;0.401694;144.481899;3.467389
4;300;3.283991e-006;4.465955e+002;455.628337;0.410511;169.731653;3.716839
5;350;3.629508e-006;5.063319e+002;517.784032;0.386129;192.254961;3.404088
6;400;3.980071e-006;5.696376e+002;581.494833;0.363482;216.054419;3.300121
7;450;4.333676e-006;6.310260e+002;643.286650;0.370752;238.305302;3.562896
8;500;4.697850e-006;7.072834e+002;716.180243;0.472696;259.422217;3.839846
9;550;5.041644e-006;7.791934e+002;788.952207;0.460680;284.460360;4.005196
10;600;5.449674e-006;8.485654e+002;857.022732;0.520449;306.556954;3.725362
11;650;5.891355e-006;9.176640e+002;928.701762;0.581177;333.232550;3.432263
12;700;6.336789e-006;9.992286e+002;1004.663661;0.738810;355.748409;3.639732
13;750;6.864093e-006;1.064094e+003;1073.804111;0.505413;377.611903;3.815725
14;800;7.398511e-006;1.147216e+003;1155.484899;0.460133;402.410082;3.619550
15;850;8.122822e-006;1.199452e+003;1211.877202;0.605310;422.991190;3.635378
16;900;8.910159e-006;1.293989e+003;1304.629822;0.697407;449.481435;3.076545
