Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;2.796533e-006;5.099982e+001;50.323881;0.978083;62.449195;22.654828
1;150;3.890460e-006;7.068427e+001;70.526172;0.898736;71.275615;15.471865
2;200;5.121123e-006;9.692522e+001;96.850903;0.962078;69.419787;18.767256
3;250;6.541311e-006;1.256937e+002;125.657496;1.064669;79.963157;22.458203
4;300;8.174282e-006;1.572766e+002;157.473106;1.148295;93.320714;32.421955
5;350;1.009805e-005;1.980040e+002;198.635581;0.905874;94.212599;21.844076
6;400;1.229784e-005;2.480029e+002;249.601398;0.884003;108.529226;21.505348
7;450;1.489804e-005;2.997678e+002;299.905931;0.978601;117.567687;16.987752
8;500;1.793982e-005;3.661630e+002;366.670020;0.938455;132.326052;18.447144
9;550;2.125201e-005;4.314160e+002;431.438576;0.936735;152.153915;17.820225
10;600;2.503147e-005;5.178415e+002;518.694855;0.997572;172.566880;21.609829
11;650;2.917365e-005;6.058908e+002;606.072557;0.961146;192.260381;18.631112
12;700;3.358551e-005;7.005152e+002;701.449010;1.129322;221.202081;18.186103
13;750;3.807376e-005;8.035840e+002;803.818919;1.047051;245.470971;21.427665
14;800;4.292974e-005;9.179305e+002;918.255012;1.013045;267.676908;19.684504
15;850;4.818645e-005;1.058838e+003;1059.297342;1.078412;302.628348;18.967113
16;900;5.355081e-005;1.205870e+003;1205.853365;1.226367;339.907110;18.671517
