Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;6.645636e-006;2.318856e+002;202.285200;1.318341;98.515955;22.293148
1;150;8.427869e-006;3.190833e+002;277.395067;1.098225;116.769460;21.413554
2;200;9.930968e-006;4.060641e+002;356.462403;1.198852;142.537670;29.416950
3;250;1.131073e-005;5.023776e+002;439.312812;1.413679;174.469744;27.623378
4;300;1.234037e-005;6.110469e+002;537.517298;1.523050;199.961749;34.546246
5;350;1.322617e-005;7.096846e+002;627.697518;1.272304;212.844460;20.824898
6;400;1.397735e-005;7.867817e+002;694.772128;1.236665;233.109980;21.587044
7;450;1.469009e-005;8.415699e+002;744.011735;1.280097;243.504413;20.918246
8;500;1.554104e-005;8.896538e+002;787.801646;1.322718;265.069273;17.948079
9;550;1.625644e-005;9.325042e+002;826.252850;1.164646;275.679666;23.815403
10;600;1.700560e-005;9.675564e+002;858.810921;1.982166;290.562727;26.111287
11;650;1.800401e-005;1.005866e+003;894.930725;1.318496;294.744903;22.245274
12;700;1.896165e-005;1.038779e+003;920.978748;1.153363;304.702136;21.969396
13;750;2.007728e-005;1.060307e+003;942.821661;1.216671;304.311078;20.523097
14;800;2.127851e-005;1.082484e+003;961.809722;1.259769;315.656695;17.698075
15;850;2.271210e-005;1.112003e+003;986.724650;1.257602;319.267853;23.424230
16;900;2.404763e-005;1.135776e+003;1007.955359;1.435336;333.859791;30.082856
