Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;2.931291e-006;4.773524e+001;46.846852;0.956674;62.280815;26.164917
1;150;4.084260e-006;7.555094e+001;75.452051;1.099561;65.393045;16.995437
2;200;5.346753e-006;1.006259e+002;100.998586;0.964948;75.715052;27.518444
3;250;6.766839e-006;1.325298e+002;132.549855;0.998705;75.031046;21.046488
4;300;8.364049e-006;1.689144e+002;168.629835;1.199361;88.623421;33.696008
5;350;1.021059e-005;2.070662e+002;207.790745;1.162883;100.353975;27.671429
6;400;1.239924e-005;2.560793e+002;255.779031;1.123109;109.011033;24.641476
7;450;1.493985e-005;3.111050e+002;312.275059;1.042435;117.983907;16.860108
8;500;1.781278e-005;3.784557e+002;377.935114;0.933692;132.158047;17.820860
9;550;2.103644e-005;4.496640e+002;449.726430;1.089626;149.274627;18.359813
10;600;2.457341e-005;5.284079e+002;527.904513;1.109068;170.012746;20.359216
11;650;2.830058e-005;6.127682e+002;613.166050;1.022347;190.621198;19.165045
12;700;3.247491e-005;7.128041e+002;713.685010;1.357728;222.588511;29.128596
13;750;3.695174e-005;8.204008e+002;821.787416;1.286403;248.168738;22.760564
14;800;4.154362e-005;9.403005e+002;940.950390;1.097952;268.331699;28.551551
15;850;4.663789e-005;1.062527e+003;1064.701853;1.367366;306.122812;22.100546
16;900;5.186229e-005;1.210301e+003;1207.480228;2.242592;335.708151;18.978687
