Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;1.610473e-006;7.802469e+001;79.601528;0.806212;47.243754;11.300829
1;150;2.035738e-006;1.058774e+002;108.582497;0.764812;39.155419;10.450243
2;200;2.448108e-006;1.337923e+002;138.291927;0.804342;65.705917;10.410160
3;250;2.857785e-006;1.650870e+002;166.153819;0.772867;78.274908;10.389480
4;300;3.289980e-006;1.958964e+002;196.800508;0.829544;89.593155;11.070998
5;350;3.747995e-006;2.290756e+002;230.258334;0.776020;99.769536;9.848523
6;400;4.217341e-006;2.620438e+002;264.054783;0.816627;114.311586;10.496432
7;450;4.765634e-006;2.993661e+002;301.011517;0.755408;126.852047;8.255661
8;500;5.353583e-006;3.376770e+002;339.929294;0.827602;141.120492;10.846427
9;550;6.025981e-006;3.801554e+002;383.010041;0.823837;158.653360;9.834269
10;600;6.811094e-006;4.265137e+002;428.902512;0.856323;176.296899;11.839757
11;650;7.721398e-006;4.770385e+002;479.306262;0.753625;194.326188;11.055803
12;700;8.793995e-006;5.345773e+002;535.896310;0.822121;213.270648;9.159986
13;750;1.012511e-005;5.963084e+002;597.767266;0.938174;235.078255;11.185350
14;800;1.150055e-005;6.637220e+002;666.111094;0.770944;259.753308;12.181960
15;850;1.329703e-005;7.362773e+002;738.010643;0.829812;283.513619;12.143456
16;900;1.551457e-005;8.172888e+002;819.567580;0.884643;312.749500;15.048444
