Num,Voltage,Ileak[nA],CCE[a.u.],CCE2[a.u.],MPV[mV],Noise[mV],Error mu,Error mean
0,-900.0,-3.961049e-05,978.8154461194861,978.8154461194861,353.36683417085425,2.1863596802525094,0.585612603371101,0.585612603371101
1,-850.0,-3.728523e-05,912.514769402568,912.514769402568,333.10552763819095,2.1738858300630044,0.529672672778142,0.529672672778142
2,-800.0,-3.500166e-05,847.9023562255719,847.9023562255719,312.4422110552764,2.1940489974619366,0.48900415900421595,0.48900415900421595
3,-750.0,-3.308571e-05,789.4925471803457,789.4925471803457,293.8291457286432,2.142623045458229,0.5417171976234846,0.5417171976234846
4,-700.0,-3.095656e-05,731.1962121719706,731.1962121719706,274.29145728643215,2.197691664884528,0.5618727932746674,0.5618727932746674
5,-650.0,-2.874708e-05,682.6264120603013,682.6264120603013,257.7286432160804,1.788658500682017,0.5554648225735924,0.5554648225735924
6,-600.0,-2.695247e-05,643.0866867671689,643.0866867671689,243.2964824120603,1.4438299763293199,0.4274288754069367,0.4274288754069367
7,-550.0,-2.513078e-05,591.1547783361248,591.1547783361248,225.52763819095478,1.512212352317923,0.4498206427637276,0.4498206427637276
8,-500.0,-2.316218e-05,539.5228230039081,539.5228230039081,207.678391959799,1.5864122806232164,0.45315368931597877,0.45315368931597877
9,-450.0,-2.157288e-05,488.71270128419866,488.71270128419866,189.7889447236181,1.7095058502800322,0.5086129436997114,0.5086129436997114
10,-400.0,-1.971039e-05,433.19564935790044,433.19564935790044,168.80402010050253,2.0784181550377103,0.44315772053553737,0.44315772053553737
11,-350.0,-1.786878e-05,385.1248777219429,385.1248777219429,151.87939698492463,2.035903420633293,0.46822794288320396,0.46822794288320396
12,-300.0,-1.592398e-05,336.2693288665548,336.2693288665548,134.31155778894473,2.0961416182342285,0.461222869038999,0.461222869038999
13,-250.0,-1.414167e-05,287.3504410943605,287.3504410943605,115.21608040201005,2.129602740875885,0.40005340252781996,0.40005340252781996
14,-200.0,-1.226367e-05,240.5257398101618,240.5257398101618,96.40201005025126,2.1440861131910576,0.3825325262788585,0.3825325262788585
15,-150.0,-1.019696e-05,191.62298604131766,191.62298604131766,79.11557788944724,2.1069450493276802,0.3971949425273946,0.3971949425273946
16,-100.0,-8.364852e-06,140.51914684533776,140.51914684533776,58.17085427135678,2.098986846867904,0.3270602712884936,0.3270602712884936
