Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;4.056999e-006;3.111447e+002;314.620523;0.426545;99.823232;1.444994
1;150;5.106206e-006;4.194540e+002;424.007939;0.472022;137.811919;1.504602
2;200;6.026446e-006;5.281844e+002;533.631772;0.502604;175.471649;1.712882
3;250;6.894528e-006;6.388150e+002;644.912655;0.506411;213.754971;1.580277
4;300;7.695283e-006;7.358043e+002;742.194084;0.479956;248.740294;1.448780
5;350;8.465623e-006;8.329014e+002;840.463681;0.522922;280.528380;2.038940
6;400;9.203361e-006;9.213619e+002;929.581225;0.894078;307.959987;1.986115
7;450;9.974098e-006;1.012244e+003;1020.860750;0.565398;338.178152;1.792266
8;500;1.072019e-005;1.126850e+003;1136.015135;0.612341;374.036857;2.002683
9;550;1.142100e-005;1.236972e+003;1246.794162;0.750180;409.694333;1.964835
10;600;1.208875e-005;1.331580e+003;1341.139821;0.687951;437.667343;1.993937
11;650;1.280871e-005;1.473141e+003;1483.609148;0.801495;479.230590;1.619531
12;700;1.333159e-005;1.593833e+003;1604.726444;0.712969;515.810259;1.872979
13;750;1.397990e-005;1.703942e+003;1714.680383;0.599757;545.033786;1.996659
14;800;1.468495e-005;1.805219e+003;1816.532709;0.968135;569.767238;1.875607
15;850;1.535972e-005;1.904827e+003;1916.950046;0.830126;598.031674;1.749141
16;900;1.596076e-005;2.027635e+003;2040.098049;0.979337;630.333440;2.011056
