Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;1.040143e-005;1.508545e+002;128.063901;0.952454;87.244547;12.970774
1;150;1.340640e-005;2.091954e+002;187.971174;1.206287;104.907842;16.619175
2;200;1.616115e-005;2.663985e+002;240.126536;1.219139;126.651164;17.318783
3;250;1.896669e-005;3.167627e+002;289.354326;1.082852;137.635040;14.149747
4;300;2.123307e-005;3.608804e+002;331.023429;1.138624;154.510040;14.545739
5;350;2.378661e-005;4.014197e+002;370.745272;1.175607;174.380965;20.127334
6;400;2.601276e-005;4.510166e+002;415.727416;1.233861;184.161448;15.046960
7;450;2.869741e-005;4.979581e+002;463.571203;1.046721;201.108999;13.997368
8;500;3.114506e-005;5.499205e+002;511.132318;1.066299;215.235273;13.218348
9;550;3.390377e-005;5.987095e+002;562.138466;1.369765;241.877896;24.808400
10;600;3.625948e-005;6.450118e+002;604.071883;1.029832;247.992846;14.970095
11;650;3.891631e-005;7.008522e+002;658.238044;1.289137;268.280492;16.367959
12;700;4.167789e-005;7.622667e+002;717.124116;1.148541;280.105061;12.945920
13;750;4.480112e-005;8.261192e+002;779.782927;1.036197;299.363167;8.858239
14;800;4.807319e-005;9.094271e+002;862.380276;1.118220;326.659801;20.379862
15;850;5.076033e-005;9.545591e+002;905.687381;0.900805;335.629590;13.414368
16;900;5.511750e-005;1.014591e+003;963.244658;0.836194;355.298187;8.644673
