Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;3.340595e-006;1.774176e+002;172.209700;0.604649;76.932127;11.568505
1;150;4.213319e-006;2.468454e+002;239.836205;0.684830;94.598026;9.307965
2;200;5.019359e-006;3.156375e+002;309.486001;0.642579;115.658888;10.861673
3;250;5.841459e-006;3.852019e+002;377.791853;0.725045;138.299409;9.777734
4;300;6.626525e-006;4.558973e+002;447.684859;0.650645;161.450388;11.274803
5;350;7.351254e-006;5.235504e+002;517.255756;0.838183;186.109883;9.494713
6;400;8.206635e-006;5.927822e+002;584.291424;0.795447;208.327373;11.424605
7;450;8.943529e-006;6.671191e+002;657.787972;0.800980;233.109321;11.402153
8;500;9.687881e-006;7.453760e+002;735.472620;0.780186;255.751165;9.232316
9;550;1.038854e-005;8.305760e+002;818.387405;0.814172;282.947647;10.695576
10;600;1.121778e-005;9.188620e+002;906.610334;0.824179;305.993254;9.635595
11;650;1.198115e-005;1.015192e+003;1003.035887;0.940281;337.190029;10.360078
12;700;1.276562e-005;1.109083e+003;1094.856662;0.757814;367.786903;12.355459
13;750;1.356172e-005;1.211624e+003;1198.748648;0.847258;396.886360;9.283428
14;800;1.432011e-005;1.306140e+003;1292.193870;0.888005;426.428689;8.713318
15;850;1.509512e-005;1.414403e+003;1400.592611;0.868461;459.912078;10.207792
16;900;1.585419e-005;1.522960e+003;1507.621202;0.842729;496.342126;9.998161
