Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;4.946039e-006;2.009871e+002;200.915605;0.385653;72.015234;3.686599
1;150;6.072128e-006;2.788222e+002;278.748665;0.405640;92.700778;4.462285
2;200;7.087420e-006;3.536150e+002;353.696599;0.403900;111.051330;3.916340
3;250;8.049828e-006;4.327582e+002;432.677927;0.421893;130.953876;4.440780
4;300;8.818904e-006;5.228430e+002;523.101318;0.522657;152.721586;4.467477
5;350;9.560951e-006;6.155414e+002;615.584837;0.415400;179.838517;4.558329
6;400;1.019835e-005;7.095317e+002;709.371695;0.434396;207.397806;4.495482
7;450;1.078214e-005;8.068578e+002;806.608428;0.476579;233.968894;4.556451
8;500;1.128957e-005;8.838986e+002;883.752798;0.464967;255.658913;4.604258
9;550;1.179854e-005;9.281199e+002;927.869732;0.580632;269.405881;4.750199
10;600;1.223749e-005;9.730262e+002;973.135438;0.515221;280.909399;4.579279
11;650;1.272005e-005;1.018346e+003;1018.239599;0.401567;293.901527;3.867779
12;700;1.330305e-005;1.041785e+003;1041.741919;0.494669;303.318581;3.799092
13;750;1.383162e-005;1.072701e+003;1072.747439;0.518939;309.832346;3.985217
14;800;1.437576e-005;1.106921e+003;1106.645098;0.455411;318.269054;3.205477
15;850;1.501895e-005;1.119691e+003;1119.780089;0.479262;325.102158;4.219939
16;900;1.585776e-005;1.150422e+003;1150.533172;0.544323;330.648862;3.546078
