Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;2.168658e-006;1.187072e+002;118.501999;0.818201;-48.721264;6.056251
1;150;2.727502e-006;1.634713e+002;163.597628;0.833240;49.491041;6.975412
2;200;3.253990e-006;2.120590e+002;212.147865;0.792273;66.079640;5.883110
3;250;3.821759e-006;2.619496e+002;262.155074;0.768146;80.249331;6.349817
4;300;4.436271e-006;3.127132e+002;312.992988;0.763431;92.112295;7.563717
5;350;5.081836e-006;3.671314e+002;367.017826;0.793105;106.641872;6.293805
6;400;5.792530e-006;4.318228e+002;432.303088;0.929283;123.918219;6.262465
7;450;6.591028e-006;4.893845e+002;490.060665;0.903292;141.542008;8.002409
8;500;7.465411e-006;5.608113e+002;560.155747;0.856297;159.485190;6.076990
9;550;8.416132e-006;6.282726e+002;628.831475;0.978784;179.128296;6.493192
10;600;9.479552e-006;7.111172e+002;710.594303;0.811802;201.829075;6.705209
11;650;1.066808e-005;7.980016e+002;798.512329;0.929334;227.149005;6.446491
12;700;1.184062e-005;9.180858e+002;918.242564;0.882318;258.432090;7.467730
13;750;1.307987e-005;1.033279e+003;1033.316761;0.900260;291.410894;6.580876
14;800;1.447609e-005;1.182456e+003;1182.487550;0.981438;331.119828;6.553681
15;850;1.582905e-005;1.310230e+003;1310.090329;0.982901;365.371360;7.483161
16;900;1.731412e-005;1.396795e+003;1396.604631;1.003027;388.079540;6.120888
