Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;6.110527e-006;1.706663e+002;181.270058;2.045670;95.615904;10.234374
1;150;7.796692e-006;2.270558e+002;236.888710;1.464239;111.569052;13.297565
2;200;9.347419e-006;2.776158e+002;286.956849;1.456083;150.605540;27.813833
3;250;1.075135e-005;3.311759e+002;344.114900;1.426141;163.754719;20.323521
4;300;1.213470e-005;3.833336e+002;394.266709;1.473559;173.161008;14.802215
5;350;1.355776e-005;4.355073e+002;448.133454;1.376096;187.255112;8.398386
6;400;1.495111e-005;4.869024e+002;498.239161;1.500337;205.141562;12.540828
7;450;1.638687e-005;5.374544e+002;551.121918;1.677014;226.977846;12.674701
8;500;1.773162e-005;5.778625e+002;595.308025;1.427920;250.191753;10.682298
9;550;1.922145e-005;6.296489e+002;647.529071;1.262104;268.824308;12.575327
10;600;2.059941e-005;6.701166e+002;687.683567;1.206558;282.780746;12.536335
11;650;2.208143e-005;7.231017e+002;740.138221;1.329266;301.872640;10.418946
12;700;2.368189e-005;8.074012e+002;820.007453;1.576962;321.564541;10.218849
13;750;2.541295e-005;8.645126e+002;877.596865;1.572440;345.308726;11.067228
14;800;2.710127e-005;9.161865e+002;928.087270;1.721303;360.748759;12.877842
15;850;2.881140e-005;9.673473e+002;982.197887;1.878955;379.295744;21.280032
16;900;3.060519e-005;1.037403e+003;1051.725757;1.933851;398.139157;13.833314
