Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;2.630983e-006;7.959991e+001;59.520063;0.602245;28.856678;7.841881
1;150;3.488336e-006;9.889056e+001;82.219109;0.622851;46.686819;8.307783
2;200;4.390144e-006;1.263947e+002;109.247541;0.784034;55.210485;5.955981
3;250;5.393200e-006;1.516944e+002;135.017161;0.684389;64.126051;5.789051
4;300;6.468280e-006;1.800861e+002;168.855898;0.649895;74.681451;7.308916
5;350;7.706041e-006;2.155167e+002;203.867583;0.625506;85.680140;6.870831
6;400;9.056978e-006;2.556433e+002;246.164347;0.601433;98.321006;7.229369
7;450;1.071378e-005;3.057410e+002;293.876484;0.699705;114.726836;7.040705
8;500;1.261671e-005;3.581358e+002;347.015290;0.641323;132.269373;6.751142
9;550;1.479882e-005;4.179934e+002;404.590990;0.594190;154.716770;7.156020
10;600;1.713006e-005;4.831763e+002;470.145378;0.680738;175.981990;7.590054
11;650;1.979412e-005;5.502066e+002;536.651617;0.739742;200.598664;9.233330
12;700;2.277744e-005;6.252845e+002;610.153820;0.713401;224.844112;8.363212
13;750;2.593040e-005;7.181534e+002;702.311212;0.704708;252.529063;9.046983
14;800;2.963922e-005;8.187080e+002;801.258520;0.784790;285.117200;8.055046
15;850;3.334566e-005;9.175141e+002;901.909312;0.653915;318.223905;6.185936
16;900;3.709738e-005;1.019337e+003;1002.741002;0.677456;344.273817;6.250204
