Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;2.995908e-006;2.343807e+002;238.866820;0.544021;94.424398;6.266408
1;150;3.762786e-006;3.222080e+002;326.952906;0.636569;125.956939;7.234470
2;200;4.450593e-006;4.100329e+002;414.278696;0.575600;156.343353;5.609107
3;250;5.054853e-006;5.000025e+002;505.056256;0.543860;189.304213;6.145077
4;300;5.673650e-006;5.842231e+002;589.861393;0.574996;217.348207;5.574264
5;350;6.256572e-006;6.744208e+002;680.004976;0.536080;249.989790;6.215441
6;400;6.813255e-006;7.595646e+002;764.267792;0.573630;279.526907;6.485671
7;450;7.350366e-006;8.440193e+002;849.106692;0.602051;306.726460;6.263666
8;500;7.897651e-006;9.311454e+002;936.523576;0.565355;334.344784;6.261872
9;550;8.451093e-006;1.025012e+003;1029.358670;0.647733;365.311672;6.119688
10;600;8.989893e-006;1.125730e+003;1131.541001;0.607123;395.729472;5.908575
11;650;9.548174e-006;1.224456e+003;1230.231282;0.632943;424.549319;5.662796
12;700;1.004782e-005;1.317967e+003;1324.843218;0.623952;451.805766;6.142344
13;750;1.033780e-005;1.414937e+003;1421.218005;0.677292;480.147067;5.894864
14;800;1.089632e-005;1.526231e+003;1530.547057;0.742401;508.669438;5.946245
15;850;1.135897e-005;1.637524e+003;1643.615515;0.761965;538.977681;7.552801
16;900;1.187683e-005;1.737960e+003;1745.052706;0.771343;568.921530;5.411602
