Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;3.071363e-006;6.939711e+001;69.531541;0.763381;36.348295;11.137311
1;150;4.033640e-006;9.288558e+001;93.074686;0.750152;48.036720;11.188909
2;200;5.004230e-006;1.211510e+002;120.946719;0.802748;30.692694;13.069484
3;250;6.037028e-006;1.499874e+002;150.289800;0.804868;66.826010;10.038685
4;300;7.230445e-006;1.803900e+002;179.995433;0.682912;80.595133;9.932292
5;350;8.518061e-006;2.166750e+002;216.340457;0.865579;92.211063;10.480044
6;400;9.964195e-006;2.584076e+002;258.265287;0.734403;106.019226;12.294948
7;450;1.155090e-005;2.977589e+002;298.673076;0.876511;118.141579;9.571374
8;500;1.334870e-005;3.446328e+002;345.085848;0.983683;133.667766;9.749470
9;550;1.530307e-005;4.011794e+002;400.650673;0.808435;154.255466;11.698094
10;600;1.752267e-005;4.557003e+002;455.971942;0.931111;171.884896;11.663022
11;650;1.999996e-005;5.125345e+002;512.820199;0.689303;190.143861;11.560836
12;700;2.257299e-005;5.784141e+002;578.254938;0.842370;214.018725;8.120104
13;750;2.531530e-005;6.512426e+002;650.900907;0.834291;233.870312;8.796419
14;800;2.827716e-005;7.276670e+002;727.636147;0.890334;258.730206;12.409589
15;850;3.141536e-005;8.088730e+002;807.305940;0.874923;285.194528;10.663452
16;900;3.467991e-005;8.955319e+002;895.006480;0.897549;311.632264;14.165147
