Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;3.796565e-006;1.450134e+002;144.949739;0.679552;73.502675;12.333532
1;150;4.764918e-006;1.988423e+002;199.943519;0.738276;90.746378;10.876915
2;200;5.657094e-006;2.501642e+002;252.034457;0.631747;106.822453;11.508395
3;250;6.555261e-006;2.998786e+002;301.376264;0.653298;126.173501;11.708314
4;300;7.389322e-006;3.531144e+002;354.140447;0.612987;144.276265;10.237399
5;350;8.182208e-006;4.054648e+002;407.818671;0.593491;165.916436;10.985827
6;400;8.992365e-006;4.603647e+002;461.860937;0.611322;184.606729;9.792880
7;450;9.830170e-006;5.131943e+002;514.620445;0.722635;204.349898;7.306306
8;500;1.065651e-005;5.681686e+002;569.523757;0.652061;223.583012;8.392468
9;550;1.147195e-005;6.234793e+002;624.335664;0.806997;243.743419;10.735948
10;600;1.232254e-005;6.771570e+002;679.085368;0.606965;264.911599;11.235318
11;650;1.319598e-005;7.319210e+002;732.614469;0.640630;285.178355;10.952151
12;700;1.402969e-005;7.883851e+002;789.593154;0.641530;303.963932;8.410052
13;750;1.509732e-005;8.472363e+002;848.888636;0.812679;322.727707;11.858707
14;800;1.606196e-005;9.107456e+002;910.722886;0.683190;348.296790;10.256559
15;850;1.701825e-005;9.778591e+002;980.016934;0.718692;370.327465;10.487768
16;900;1.805330e-005;1.046291e+003;1047.753612;0.711363;390.704687;11.002263
