Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;2.281417e-006;6.181131e+001;47.010904;0.579176;-95.584987;9.337013
1;150;3.048156e-006;8.170953e+001;69.350399;0.543925;31.630270;10.133814
2;200;3.876929e-006;1.029003e+002;90.321330;0.581592;26.090475;9.142553
3;250;4.805225e-006;1.266359e+002;114.505862;0.556739;58.527848;7.522346
4;300;5.864241e-006;1.566410e+002;140.692201;0.556073;76.237584;8.193967
5;350;7.156661e-006;1.921532e+002;176.146111;0.677730;87.228186;10.061598
6;400;8.714883e-006;2.309424e+002;222.303280;0.665120;95.838733;8.558573
7;450;1.048022e-005;2.739889e+002;266.611053;0.615822;108.623052;9.203104
8;500;1.267726e-005;3.260757e+002;319.806766;0.609458;125.176938;8.877521
9;550;1.529553e-005;3.924204e+002;386.073633;0.625494;147.403266;9.252457
10;600;1.841664e-005;4.714022e+002;463.890878;0.626660;171.962177;10.292713
11;650;2.195555e-005;5.539922e+002;544.664027;0.686440;202.536900;10.918220
12;700;2.599202e-005;6.392729e+002;626.562064;0.653067;228.364022;7.884290
13;750;3.060152e-005;7.435193e+002;729.425845;0.785382;262.840019;9.460906
14;800;3.557237e-005;8.632747e+002;847.396142;0.841235;300.543107;9.369063
15;850;4.111295e-005;9.756555e+002;950.026985;0.887577;338.432945;8.807454
16;900;4.695030e-005;1.088721e+003;1058.944001;0.787533;374.434534;11.031728
