Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;1.436785e-005;1.525714e+002;159.425950;0.458241;52.998830;1.985444
1;150;1.792067e-005;1.989890e+002;205.720476;0.408042;61.302571;1.870118
2;200;2.118252e-005;2.436644e+002;250.713897;0.407272;73.831197;1.724577
3;250;2.434733e-005;2.925209e+002;300.519069;0.437589;86.235780;1.770491
4;300;2.744089e-005;3.418121e+002;350.636891;0.430210;99.178705;2.027682
5;350;3.066018e-005;3.929238e+002;401.873166;0.418389;113.091948;1.910498
6;400;3.385182e-005;4.443659e+002;453.468560;0.461810;127.061101;1.553443
7;450;3.705972e-005;5.026237e+002;512.496495;0.421824;142.670526;1.860633
8;500;4.018915e-005;5.631586e+002;573.181494;0.444898;158.655790;1.916181
9;550;4.361842e-005;6.224258e+002;633.022626;0.415024;175.387808;1.843123
10;600;4.717877e-005;6.789474e+002;690.033164;0.426242;190.533334;1.966972
11;650;5.090995e-005;7.285926e+002;739.945593;0.529190;205.561870;2.176472
12;700;5.498313e-005;7.815506e+002;793.302073;0.498548;219.453876;1.916301
13;750;5.941865e-005;8.376954e+002;849.791800;0.533801;233.697103;1.936315
14;800;6.504394e-005;8.912792e+002;903.588512;0.524295;249.495462;2.058426
15;850;7.167621e-005;9.371864e+002;949.451261;0.507561;263.194545;1.761972
16;900;7.804872e-005;9.838643e+002;997.176830;0.537648;276.195988;1.714687
