Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;5.918253e-006;2.781002e+002;281.491025;0.431089;82.989003;1.618489
1;150;7.507809e-006;3.801101e+002;384.846303;0.452280;116.318062;2.027904
2;200;8.872148e-006;4.777024e+002;482.344781;0.411491;148.250978;1.706802
3;250;1.049145e-005;5.730099e+002;578.569079;0.453805;179.398029;1.982327
4;300;1.115698e-005;6.721877e+002;678.741968;0.539755;210.637672;1.831771
5;350;1.224619e-005;7.698160e+002;776.177150;0.503956;240.757539;2.261811
6;400;1.324076e-005;8.785767e+002;885.040002;0.524079;273.228444;1.882794
7;450;1.418895e-005;9.931097e+002;999.719669;0.566721;306.935721;1.723536
8;500;1.509230e-005;1.117617e+003;1125.415303;0.738809;344.374558;1.749965
9;550;1.589375e-005;1.253550e+003;1261.171868;0.758172;385.085130;1.885513
10;600;1.661193e-005;1.373282e+003;1381.623606;0.893152;422.873625;2.070938
11;650;1.730068e-005;1.470748e+003;1478.836874;0.887554;453.843476;1.764006
12;700;1.805349e-005;1.556141e+003;1564.434107;0.810271;480.226429;1.690038
13;750;1.853870e-005;1.627874e+003;1636.591273;0.844085;503.639528;1.908492
14;800;1.914318e-005;1.687933e+003;1697.771264;1.034846;524.433684;1.838218
15;850;1.992050e-005;1.743376e+003;1753.840136;0.937957;542.778732;1.715122
16;900;2.064820e-005;1.795153e+003;1804.208610;1.006059;559.858775;1.736119
