Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;2.105896e-006;1.474087e+002;147.588036;0.630622;77.320112;16.047653
1;150;2.644950e-006;2.046170e+002;204.712975;0.656226;94.750153;11.096917
2;200;3.127564e-006;2.596059e+002;259.855211;0.764739;119.536603;12.459115
3;250;3.595398e-006;3.102659e+002;309.977979;0.755274;149.334448;18.169260
4;300;4.010530e-006;3.652478e+002;365.552620;0.695307;160.637460;10.888769
5;350;4.435942e-006;4.169972e+002;416.519522;0.689956;188.294855;16.251996
6;400;4.876114e-006;4.721283e+002;471.476185;0.743438;206.103061;14.740184
7;450;5.320902e-006;5.263750e+002;524.899739;0.706233;229.192866;14.495995
8;500;5.759844e-006;5.863956e+002;585.546539;0.786358;251.960737;12.083089
9;550;6.201809e-006;6.426969e+002;642.058379;0.715571;275.120380;11.268796
10;600;6.675363e-006;6.994008e+002;698.573429;0.725771;295.891847;9.564962
11;650;7.180895e-006;7.575518e+002;757.732718;0.749589;319.891612;9.335608
12;700;7.683655e-006;8.190582e+002;819.157608;0.851461;342.603161;11.141394
13;750;8.130326e-006;8.844995e+002;883.536992;0.853215;363.777738;10.361532
14;800;8.687090e-006;9.529050e+002;951.406529;0.846603;391.573984;10.954654
15;850;9.380400e-006;1.018915e+003;1020.733432;0.751365;415.935653;12.517062
16;900;2.002243e-005;1.088442e+003;1087.623485;0.735426;440.332674;12.289245
