Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;7.034724e-006;1.988371e+002;198.786659;0.594735;82.711746;5.505379
1;150;8.799160e-006;2.662156e+002;266.336739;0.545055;104.344728;6.257040
2;200;1.026568e-005;3.301010e+002;330.585168;0.599393;126.661156;5.863146
3;250;1.173130e-005;3.950104e+002;394.952664;0.582709;149.095343;5.252447
4;300;1.312173e-005;4.578935e+002;458.078264;0.637398;168.559425;6.607935
5;350;1.447152e-005;5.186137e+002;518.711995;0.669376;190.102773;5.026672
6;400;1.553080e-005;5.891979e+002;588.769018;0.572731;212.213359;6.169143
7;450;1.676922e-005;6.571573e+002;656.639161;0.728928;233.561939;5.081611
8;500;1.790417e-005;7.269596e+002;725.814103;0.626288;255.552652;6.012447
9;550;1.897146e-005;7.975640e+002;797.317754;0.580138;276.197449;5.677683
10;600;2.012031e-005;8.788763e+002;878.605238;0.650144;300.912312;6.875304
11;650;2.112590e-005;9.685630e+002;968.648640;0.773894;327.197258;6.903286
12;700;2.210195e-005;1.048590e+003;1048.648553;0.693986;351.823854;5.358714
13;750;2.304697e-005;1.117682e+003;1117.925700;0.741903;373.085655;6.591539
14;800;2.405756e-005;1.177056e+003;1176.851774;0.741115;389.103157;5.301428
15;850;2.492852e-005;1.242657e+003;1242.878728;0.728411;411.518000;5.477515
16;900;2.583577e-005;1.309335e+003;1309.423532;0.724697;431.437967;5.997829
