Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;1.228947e-006;1.223862e+002;129.658716;1.164064;69.702646;17.632013
1;150;1.534675e-006;1.615193e+002;168.960099;0.930615;94.409714;19.407226
2;200;1.815894e-006;2.082021e+002;213.942822;1.243301;101.735119;17.519610
3;250;2.084041e-006;2.539309e+002;260.187227;0.997180;117.672098;15.360297
4;300;2.349406e-006;3.015633e+002;308.561444;1.010699;134.126422;13.724845
5;350;2.604464e-006;3.461523e+002;352.523843;1.019746;148.353665;13.851077
6;400;2.867748e-006;3.982196e+002;401.718666;1.028340;167.789016;18.615084
7;450;3.129614e-006;4.477431e+002;452.294942;1.188106;184.727208;15.730032
8;500;3.421241e-006;4.854328e+002;491.500356;1.031179;197.588876;13.752501
9;550;3.745281e-006;5.397868e+002;545.625560;1.028362;216.779484;17.233563
10;600;4.069302e-006;5.931553e+002;598.014269;1.244801;229.687509;18.172118
11;650;4.478284e-006;6.418414e+002;647.450419;1.087241;246.921266;15.835341
12;700;4.893061e-006;7.086611e+002;711.379217;1.060118;267.717482;19.719301
13;750;5.429882e-006;7.575668e+002;764.927600;1.136384;283.524244;17.648344
14;800;6.119265e-006;8.217141e+002;826.610188;0.996103;304.444571;16.645616
15;850;6.921432e-006;8.806949e+002;889.478023;1.118857;326.326800;18.422237
16;900;7.845731e-006;9.422014e+002;947.473317;1.189904;343.073783;17.638732
