Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;7.215565e-006;8.535259e+001;85.816029;0.459683;34.440771;3.104203
1;150;9.299544e-006;1.200098e+002;119.898917;0.354215;44.768309;3.935308
2;200;1.134144e-005;1.577987e+002;158.143187;0.468936;55.216114;3.961763
3;250;1.336175e-005;1.975176e+002;197.237776;0.399733;66.431114;4.107761
4;300;1.536025e-005;2.368540e+002;236.485897;0.519396;77.404341;3.403909
5;350;1.745769e-005;2.776373e+002;277.500000;0.464155;87.673505;3.712415
6;400;1.960331e-005;3.214545e+002;321.355126;0.471695;99.694691;3.399808
7;450;2.169668e-005;3.648916e+002;364.652770;0.448953;111.873859;3.077911
8;500;2.388082e-005;4.115874e+002;411.754072;0.461627;125.543112;3.497152
9;550;2.611575e-005;4.619920e+002;461.995823;0.431412;136.539249;3.068428
10;600;2.838332e-005;5.174102e+002;517.306314;0.460804;151.415422;3.673634
11;650;3.063852e-005;5.798934e+002;580.526030;0.446434;168.562545;3.332135
12;700;3.291478e-005;6.497283e+002;649.990941;0.469347;188.249714;3.664003
13;750;3.509337e-005;7.174765e+002;718.129596;0.385897;206.034419;3.492431
14;800;3.740416e-005;7.717156e+002;771.365855;0.515954;224.666928;3.352700
15;850;3.977387e-005;8.215037e+002;822.145025;0.447430;236.154162;3.845537
16;900;4.239750e-005;8.652867e+002;865.053338;0.462349;248.425147;3.436960
