Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;1.253951e-006;9.647154e+001;81.747616;0.595948;47.722288;9.086032
1;150;1.597799e-006;1.260609e+002;113.497257;0.677190;60.781206;15.583994
2;200;1.955777e-006;1.612931e+002;149.318438;0.565197;74.314909;9.944496
3;250;2.331084e-006;2.021070e+002;185.374131;0.669229;87.555966;12.941144
4;300;2.707126e-006;2.370733e+002;224.599129;0.634833;96.558143;8.441182
5;350;3.108866e-006;2.784991e+002;266.616498;0.667342;109.054550;9.443690
6;400;3.593566e-006;3.233896e+002;309.345141;0.679770;127.399534;15.002947
7;450;4.153874e-006;3.725502e+002;357.483054;0.707989;143.308076;9.062047
8;500;4.812516e-006;4.251260e+002;410.421228;0.667473;158.752229;10.674408
9;550;5.612458e-006;4.914075e+002;474.555433;0.664553;179.219052;9.458139
10;600;6.615488e-006;5.596564e+002;541.433796;0.701275;205.977732;13.974490
11;650;7.826390e-006;6.401014e+002;619.880828;0.723957;225.124110;14.472999
12;700;9.393176e-006;7.314408e+002;711.315314;0.684450;251.076243;11.757975
13;750;1.132799e-005;8.351157e+002;814.532655;0.704779;281.622819;10.921883
14;800;1.347403e-005;9.519801e+002;928.904355;0.799451;318.397292;9.812817
15;850;1.585666e-005;1.087347e+003;1060.927957;0.769175;352.981642;12.279295
16;900;1.853324e-005;1.241725e+003;1214.455072;0.940857;394.444734;9.924092
