Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;4.669419e-006;1.643577e+002;141.999631;0.701782;79.434927;8.841011
1;150;5.879112e-006;2.242520e+002;201.280577;0.745887;93.313144;10.674010
2;200;7.025805e-006;2.872795e+002;262.565491;0.603429;110.242621;8.496688
3;250;8.118355e-006;3.540640e+002;326.337494;0.649050;125.598834;9.609125
4;300;9.154097e-006;4.240980e+002;396.215679;0.661278;144.898472;8.898753
5;350;1.010750e-005;4.997490e+002;469.087945;0.602119;162.317491;9.022472
6;400;1.100126e-005;5.842986e+002;550.365455;0.672106;183.945984;9.195667
7;450;1.183479e-005;6.794880e+002;643.580206;0.615536;210.056433;10.162304
8;500;1.268115e-005;7.759930e+002;739.459043;0.715715;234.610149;8.555929
9;550;1.327636e-005;8.568545e+002;817.375376;0.699936;256.710031;8.749228
10;600;1.385995e-005;9.143169e+002;874.685816;0.610401;274.757032;8.750092
11;650;1.449624e-005;9.631473e+002;920.546347;0.789029;289.518701;9.336860
12;700;1.512721e-005;9.948102e+002;954.058799;0.771246;298.954390;9.995169
13;750;1.592006e-005;1.025382e+003;984.535018;0.639745;306.096347;7.827481
14;800;1.668099e-005;1.050578e+003;1009.084828;0.788463;311.373963;8.182587
15;850;1.751307e-005;1.076974e+003;1032.964381;0.680237;318.588406;6.909736
16;900;1.831476e-005;1.107191e+003;1063.763724;0.697721;325.836884;8.702689
