Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;4.173348e-006;1.794897e+002;177.685805;0.410230;58.875889;1.764196
1;150;5.232328e-006;2.536688e+002;252.283870;0.425180;79.439618;2.010294
2;200;6.224086e-006;3.281552e+002;326.983226;0.485433;99.877675;1.781256
3;250;7.232538e-006;4.051507e+002;404.772889;0.461027;121.681812;1.684501
4;300;8.147395e-006;4.866154e+002;487.055033;0.504615;144.158518;1.540133
5;350;9.023528e-006;5.726202e+002;573.798168;0.513397;168.314839;1.731497
6;400;9.916879e-006;6.646999e+002;666.453593;0.473643;193.566266;1.766009
7;450;1.065761e-005;7.684737e+002;770.445094;0.560428;223.897694;1.511612
8;500;1.135008e-005;8.805082e+002;883.523911;0.537091;256.268341;1.867844
9;550;1.191530e-005;9.833519e+002;986.519900;0.586077;285.296070;1.697571
10;600;1.257719e-005;1.062842e+003;1067.064287;0.597981;307.763303;1.751068
11;650;1.329481e-005;1.121226e+003;1125.594041;0.560255;324.569907;1.789496
12;700;1.376151e-005;1.173103e+003;1178.025000;0.589814;339.784722;1.916430
13;750;1.439407e-005;1.215373e+003;1220.677078;0.633675;352.615634;1.546030
14;800;1.509875e-005;1.247655e+003;1252.876483;0.612300;363.212891;1.860686
15;850;1.576235e-005;1.276007e+003;1281.409101;0.665076;372.689891;1.945007
16;900;1.655033e-005;1.303591e+003;1308.942597;0.629815;380.555137;1.801804
