Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;3.698646e-006;1.551278e+002;151.568856;0.429781;52.991606;1.915027
1;150;4.628100e-006;2.149027e+002;211.984119;0.376454;63.380102;1.554761
2;200;5.559590e-006;2.758309e+002;273.434949;0.408182;80.837079;1.685992
3;250;6.522203e-006;3.405326e+002;338.759166;0.410395;98.797835;1.494300
4;300;7.468746e-006;4.141271e+002;412.804414;0.454610;118.058514;1.735097
5;350;8.351045e-006;4.913792e+002;491.072950;0.407525;138.565519;1.878176
6;400;8.959189e-006;5.730296e+002;573.250312;0.459655;162.040423;1.962380
7;450;9.913162e-006;6.550626e+002;655.575472;0.467950;184.703106;1.543889
8;500;1.064821e-005;7.545969e+002;755.616943;0.509989;213.662342;1.762872
9;550;1.135589e-005;8.552079e+002;856.417133;0.473231;240.977091;1.601148
10;600;1.209447e-005;9.507448e+002;952.586822;0.689829;267.908492;1.637236
11;650;1.267569e-005;1.038850e+003;1042.069654;0.561542;294.988249;1.437043
12;700;1.334278e-005;1.090534e+003;1093.986722;0.630649;309.011315;1.628500
13;750;1.390243e-005;1.125187e+003;1127.645895;0.664376;318.630851;1.567235
14;800;1.451783e-005;1.169071e+003;1172.488385;0.644323;333.670694;1.382471
15;850;1.527078e-005;1.206906e+003;1211.283838;0.597032;345.564779;1.526303
16;900;1.605090e-005;1.245766e+003;1250.313342;0.715341;354.713881;1.829246
