Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;1.544558e-005;1.526922e+002;157.868898;0.461920;53.827282;2.078091
1;150;1.916632e-005;1.991595e+002;205.035148;0.440485;60.006650;1.776817
2;200;2.267289e-005;2.425635e+002;248.792710;0.465146;71.152604;1.880488
3;250;2.605598e-005;2.900067e+002;296.358186;0.498691;82.797502;1.928111
4;300;2.939591e-005;3.383733e+002;344.802005;0.466281;94.575240;2.114879
5;350;3.280757e-005;3.876370e+002;394.863529;0.508367;106.989799;2.024390
6;400;3.613863e-005;4.371396e+002;444.791906;0.518683;120.773154;1.638896
7;450;3.968980e-005;4.920359e+002;500.149866;0.532783;134.669405;1.896056
8;500;4.336811e-005;5.515132e+002;559.539560;0.477858;148.871265;2.114673
9;550;4.709868e-005;6.103459e+002;619.391973;0.499634;164.462613;1.929223
10;600;5.093787e-005;6.665847e+002;675.498064;0.531083;179.781168;1.818680
11;650;5.484490e-005;7.138655e+002;722.773531;0.463305;194.601546;1.742859
12;700;5.930716e-005;7.604523e+002;770.419845;0.479281;208.348336;1.791363
13;750;6.444709e-005;8.062840e+002;815.824301;0.659966;220.772921;1.730913
14;800;7.132738e-005;8.575721e+002;867.319075;0.549156;233.365481;2.019441
15;850;8.052495e-005;9.159184e+002;926.487684;0.570015;248.122941;1.587941
16;900;8.873067e-005;9.711703e+002;981.768056;0.562619;262.922909;1.997811
