Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;2.489381e-006;1.096804e+002;110.196046;0.782484;67.484116;11.533138
1;150;3.083761e-006;1.542704e+002;154.326111;0.810973;79.836098;9.441903
2;200;3.692072e-006;2.014503e+002;201.073954;0.758403;91.206357;8.402720
3;250;4.305266e-006;2.504531e+002;250.996783;0.712164;105.689062;9.389135
4;300;4.962691e-006;3.041904e+002;305.083276;0.712665;114.970471;8.344212
5;350;5.649641e-006;3.588964e+002;358.755091;0.735215;130.580666;10.915598
6;400;6.353572e-006;4.193111e+002;418.935303;0.773995;142.989699;10.597972
7;450;7.127888e-006;4.827509e+002;483.106929;0.816709;157.404711;12.310000
8;500;7.992838e-006;5.535206e+002;553.652688;0.888420;173.926954;11.656378
9;550;8.838013e-006;6.376744e+002;638.015123;0.940325;193.293325;8.708364
10;600;9.750852e-006;7.183116e+002;718.713373;0.859479;216.578806;8.287886
11;650;1.065583e-005;8.048627e+002;805.394071;0.830065;240.698447;11.286191
12;700;1.164868e-005;9.158109e+002;916.032339;0.870361;271.720776;12.408644
13;750;1.261051e-005;1.016668e+003;1016.964969;0.959798;303.203845;10.702977
14;800;1.345713e-005;1.120732e+003;1120.329460;0.922502;328.999328;10.379800
15;850;1.436418e-005;1.185812e+003;1185.685141;0.954989;347.265420;9.729964
16;900;1.529250e-005;1.244811e+003;1245.390845;0.949410;364.748422;9.363965
