Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;1.434024e-006;9.804397e+001;98.898352;0.727956;22.147605;12.830884
1;150;1.803032e-006;1.229673e+002;122.516274;0.764499;62.712145;9.920905
2;200;2.178619e-006;1.502445e+002;149.182979;0.730350;77.014873;11.176685
3;250;2.542774e-006;1.786696e+002;178.269874;0.746303;85.539504;13.709201
4;300;2.908456e-006;2.065099e+002;205.094413;0.802716;96.344838;11.353375
5;350;3.320572e-006;2.400251e+002;239.235794;0.742783;109.679420;11.344013
6;400;3.784247e-006;2.730815e+002;272.439309;0.837521;123.573900;10.015921
7;450;4.291338e-006;3.091287e+002;308.937538;0.839284;133.270768;9.752373
8;500;4.856005e-006;3.475386e+002;346.941587;0.780567;145.073433;9.384867
9;550;5.570529e-006;3.900281e+002;390.563317;0.709970;160.436883;8.728310
10;600;6.364265e-006;4.391928e+002;439.546044;0.681282;179.822758;10.008304
11;650;7.301899e-006;4.924656e+002;492.893262;0.786139;202.680678;14.712794
12;700;8.539027e-006;5.568594e+002;556.018477;0.741909;223.061867;10.855910
13;750;9.953340e-006;6.246838e+002;625.096684;0.870203;248.246766;8.472917
14;800;1.167123e-005;6.951038e+002;694.770579;0.784800;273.263127;9.798759
15;850;1.368689e-005;7.810612e+002;779.577613;0.762046;302.742431;9.709762
16;900;3.277579e-005;8.785396e+002;877.739211;0.823603;333.932079;11.466714
