Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;1.011412e-005;1.863516e+002;186.382591;0.660056;92.464437;13.604767
1;150;1.270518e-005;2.533849e+002;253.353986;0.699114;117.504294;11.821432
2;200;1.505455e-005;3.132155e+002;313.340380;0.682820;131.180363;9.586979
3;250;1.728439e-005;3.652068e+002;365.022979;0.618778;153.552246;24.034732
4;300;1.944715e-005;4.248846e+002;424.648762;0.758881;171.929685;13.660445
5;350;2.187596e-005;4.873907e+002;487.925956;0.679267;191.849968;11.205694
6;400;2.355623e-005;5.418069e+002;542.032460;0.671916;210.303775;11.682972
7;450;2.515891e-005;5.898422e+002;590.839846;0.848567;228.553796;14.294608
8;500;2.799569e-005;6.384243e+002;638.018506;0.721651;242.449722;10.298641
9;550;3.055239e-005;6.779932e+002;678.344463;0.869819;257.979657;17.749207
10;600;3.349195e-005;7.158855e+002;716.138665;0.776989;265.712986;17.352926
11;650;3.813058e-005;7.576941e+002;757.792789;0.824817;278.896061;14.386863
12;700;4.174626e-005;8.185018e+002;819.177429;0.864422;294.680485;14.550235
13;750;4.497353e-005;8.833444e+002;884.154364;0.981199;312.047845;12.924369
14;800;5.259517e-005;9.488443e+002;949.264517;1.002761;335.016818;15.071500
15;850;5.586156e-005;1.009159e+003;1009.019136;1.082500;351.387119;11.538164
16;900;5.941539e-005;1.068200e+003;1068.522079;0.974248;372.037580;14.329167
