Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;1.162763e-005;1.385093e+002;143.366024;0.457533;44.347837;1.718250
1;150;1.451540e-005;1.805297e+002;185.756350;0.476710;56.072614;1.930366
2;200;1.719770e-005;2.226512e+002;228.154646;0.472229;67.518235;1.730189
3;250;1.989151e-005;2.690556e+002;274.697244;0.441219;80.468814;1.668778
4;300;2.274097e-005;3.119526e+002;318.276387;0.461234;92.342009;1.839496
5;350;2.506636e-005;3.567847e+002;363.551523;0.442564;105.500840;1.976318
6;400;2.743673e-005;4.039795e+002;411.311441;0.440858;119.439245;1.828013
7;450;3.005208e-005;4.516930e+002;459.418625;0.483393;132.726686;1.453595
8;500;3.242778e-005;5.074205e+002;514.385074;0.478553;147.319053;1.840945
9;550;3.504417e-005;5.708720e+002;577.869512;0.533679;164.252537;1.993071
10;600;3.776154e-005;6.345428e+002;642.523645;0.464990;181.681697;1.713991
11;650;4.045995e-005;6.843866e+002;692.174852;0.572703;197.086114;1.704199
12;700;4.328128e-005;7.338611e+002;742.021715;0.553537;210.392843;1.820063
13;750;4.632253e-005;7.869609e+002;796.063369;0.475186;224.059035;2.145639
14;800;4.979129e-005;8.397778e+002;849.444104;0.627736;238.006669;2.119864
15;850;5.385402e-005;8.837932e+002;892.435675;0.589662;251.670351;1.834062
16;900;5.772444e-005;9.248576e+002;934.903957;0.574318;263.581346;2.045174
