Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;4.294256e-006;1.729451e+002;190.839175;1.091084;99.782111;27.374212
1;150;5.490809e-006;2.415767e+002;255.194773;1.127690;127.593027;23.754146
2;200;6.478220e-006;3.037089e+002;317.603231;1.120286;143.291392;28.753521
3;250;7.485753e-006;3.656765e+002;382.300612;1.053234;174.482692;30.344579
4;300;8.455521e-006;4.248057e+002;440.753235;1.247514;200.162593;35.386836
5;350;9.399782e-006;4.830456e+002;497.991931;1.446217;217.855656;24.835501
6;400;1.029814e-005;5.428619e+002;558.051911;1.434003;238.053738;37.795826
7;450;1.120982e-005;5.988418e+002;614.293060;1.605747;259.888313;47.497293
8;500;1.212734e-005;6.531174e+002;674.048919;1.098055;274.543595;21.889756
9;550;1.294265e-005;7.173084e+002;735.700235;1.113561;289.813694;24.622219
10;600;1.377504e-005;7.496125e+002;780.565793;1.154804;303.760963;20.503519
11;650;1.484668e-005;8.127496e+002;840.085066;1.199839;327.369095;19.463574
12;700;1.571249e-005;8.798696e+002;905.119580;1.006736;347.371646;23.209914
13;750;1.668677e-005;9.507520e+002;973.517991;1.060992;359.266414;20.564099
14;800;1.768764e-005;1.026271e+003;1048.166046;1.337343;396.415939;25.148092
15;850;1.875002e-005;1.093121e+003;1115.453346;1.428565;414.505686;22.181316
16;900;1.975923e-005;1.160664e+003;1180.070679;1.250251;437.405059;26.180290
