Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;6.476467e-006;2.373072e+002;239.751851;0.439840;62.598619;1.902110
1;150;7.991533e-006;3.189358e+002;322.102843;0.513402;83.857845;1.903598
2;200;9.391671e-006;4.046350e+002;407.564934;0.527040;105.672741;1.934674
3;250;1.063564e-005;5.033246e+002;507.424531;0.505433;131.189618;1.844750
4;300;1.160297e-005;6.041489e+002;608.736605;0.557457;160.266930;2.100632
5;350;1.240967e-005;7.180564e+002;724.256026;0.562737;190.521691;1.936128
6;400;1.318906e-005;8.189465e+002;825.841584;0.555398;221.276610;1.835114
7;450;1.376109e-005;8.801754e+002;887.743732;0.711692;241.062441;1.538840
8;500;1.433656e-005;9.250129e+002;933.310012;0.660828;253.260512;1.946659
9;550;1.490681e-005;9.745360e+002;982.854997;0.690092;267.085384;1.880928
10;600;1.552634e-005;9.991168e+002;1008.157604;0.619313;275.489458;1.823418
11;650;1.621542e-005;1.042906e+003;1051.585051;0.703613;286.722625;1.826476
12;700;1.693847e-005;1.064847e+003;1073.470949;0.826016;295.808495;1.781802
13;750;1.774970e-005;1.100079e+003;1109.124559;0.744631;304.124988;1.884312
14;800;1.862386e-005;1.134086e+003;1143.202758;0.708252;315.667819;1.890114
15;850;1.958203e-005;1.157094e+003;1165.899826;0.783788;321.112687;1.938666
16;900;2.061963e-005;1.184004e+003;1193.591789;0.762124;330.165828;1.859382
