Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;7.651992e-006;1.958314e+002;214.697127;0.717200;67.881629;5.612690
1;150;9.505112e-006;2.778660e+002;297.093198;0.610408;86.058446;5.077729
2;200;1.111151e-005;3.616964e+002;382.034891;0.533521;109.170181;5.585828
3;250;1.250415e-005;4.591510e+002;477.386788;0.628003;135.307991;6.737261
4;300;1.356593e-005;5.575142e+002;578.548666;0.733371;160.106107;7.378623
5;350;1.447370e-005;6.463118e+002;667.298571;0.729758;184.857549;5.676853
6;400;1.521702e-005;7.219267e+002;740.378929;0.670975;204.125586;7.284876
7;450;1.596358e-005;7.801523e+002;798.095642;0.745462;222.462644;5.738417
8;500;1.678597e-005;8.262169e+002;844.631997;0.652948;233.080849;7.401809
9;550;1.762020e-005;8.614300e+002;884.383019;0.719224;243.446003;8.080140
10;600;1.854418e-005;8.914196e+002;913.108922;0.847615;250.823025;5.921580
11;650;1.937037e-005;9.211991e+002;943.127305;0.719583;261.041026;6.888606
12;700;2.018957e-005;9.556606e+002;976.536668;0.765731;269.472313;6.706910
13;750;2.104894e-005;9.927700e+002;1013.691726;0.784611;278.744698;6.993434
14;800;2.216993e-005;1.021992e+003;1041.761538;0.950312;289.478335;7.510021
15;850;2.353161e-005;1.042125e+003;1062.881454;0.878478;294.617261;7.274325
16;900;2.492815e-005;1.063439e+003;1085.316517;0.780562;300.884144;5.300962
