Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;1.232420e-005;1.157873e+002;115.233904;0.585706;30.195979;5.162070
1;150;1.582019e-005;1.587631e+002;158.676523;0.475596;58.238903;5.515462
2;200;1.892408e-005;1.977158e+002;198.169815;0.579215;69.869458;5.597012
3;250;2.198867e-005;2.380410e+002;238.126056;0.585338;80.540211;5.276508
4;300;2.480982e-005;2.764337e+002;275.875139;0.554142;90.907292;5.209468
5;350;2.774497e-005;3.197279e+002;319.546579;0.533607;99.227799;6.164524
6;400;3.070565e-005;3.672596e+002;367.071624;0.577228;111.920729;5.802433
7;450;3.372760e-005;4.185143e+002;417.877409;0.521673;126.164807;5.526185
8;500;3.684055e-005;4.699645e+002;469.946644;0.609947;139.783862;4.959453
9;550;3.984115e-005;5.173911e+002;517.698253;0.528959;153.210488;6.683542
10;600;4.298318e-005;5.627337e+002;562.770051;0.582248;164.379527;5.283812
11;650;4.611538e-005;6.115789e+002;611.635727;0.613955;176.629848;5.551479
12;700;4.970801e-005;6.586310e+002;659.105278;0.603372;189.345165;6.035895
13;750;5.366399e-005;6.960924e+002;696.546641;0.594078;199.745141;4.968991
14;800;5.807940e-005;7.333951e+002;734.622525;0.678238;211.234191;5.982466
15;850;6.355019e-005;7.750789e+002;775.862372;0.726215;224.034700;7.230651
16;900;6.962494e-005;8.245626e+002;824.722186;0.634811;234.953852;5.044938
