Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;8.132653e-006;2.557438e+002;261.678479;0.424895;68.357459;1.756346
1;150;1.009763e-005;3.540713e+002;360.902677;0.513709;91.760997;1.937002
2;200;1.177135e-005;4.525613e+002;459.948890;0.458508;116.502452;1.682989
3;250;1.314051e-005;5.578950e+002;566.207691;0.481407;144.702271;1.889691
4;300;1.426040e-005;6.749109e+002;683.199948;0.582775;176.345483;2.112537
5;350;1.505773e-005;7.745955e+002;783.973070;0.519245;204.447551;1.845040
6;400;1.574548e-005;8.451136e+002;854.794876;0.613466;225.230263;1.823755
7;450;1.658835e-005;8.904804e+002;900.275901;0.494353;240.365170;1.946193
8;500;1.738140e-005;9.348821e+002;944.783976;0.694317;252.303545;1.886430
9;550;1.812670e-005;9.798240e+002;990.000259;0.553592;264.346915;1.814983
10;600;1.884928e-005;1.020773e+003;1031.551570;0.638836;275.739081;1.768237
11;650;1.978482e-005;1.053995e+003;1064.563657;0.658840;287.029758;1.658598
12;700;2.073704e-005;1.077186e+003;1087.611337;0.648371;295.427936;1.692988
13;750;2.162145e-005;1.097339e+003;1108.179706;0.692789;301.877799;1.778503
14;800;2.265575e-005;1.124811e+003;1135.770031;0.650957;308.367519;1.695624
15;850;2.399477e-005;1.157697e+003;1168.191433;0.647611;316.144287;1.960852
16;900;2.548682e-005;1.190276e+003;1201.549041;0.647506;325.838549;1.880133
