Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;4.599754e-006;1.521614e+002;151.910089;0.745083;114.406788;18.220460
1;150;5.819893e-006;2.254411e+002;226.565133;0.818888;134.008466;21.471691
2;200;7.136989e-006;2.828833e+002;283.178355;0.819007;157.193844;16.334457
3;250;8.115233e-006;3.475656e+002;347.703527;1.016422;181.053425;42.827680
4;300;9.134668e-006;4.094422e+002;409.213935;0.853956;208.394539;22.704063
5;350;1.142576e-005;4.635970e+002;463.112614;0.807359;220.092394;23.071362
6;400;1.250419e-005;5.188976e+002;518.487048;0.966137;244.180711;21.185912
7;450;1.363971e-005;5.776146e+002;578.196022;0.765670;259.352469;19.165750
8;500;1.448196e-005;6.330548e+002;636.522486;1.007679;285.716540;22.038266
9;550;1.556401e-005;7.006602e+002;701.380992;0.883148;306.005872;20.078268
10;600;1.674894e-005;7.620345e+002;761.342924;0.826242;325.450100;23.085304
11;650;1.786320e-005;8.145964e+002;815.472516;0.821459;341.920772;20.900621
12;700;1.849926e-005;8.737114e+002;874.457820;1.117474;363.651608;21.431450
13;750;1.971946e-005;9.260493e+002;931.480489;1.308512;382.778263;21.194117
14;800;2.093845e-005;9.962771e+002;998.178047;1.188732;406.954564;20.612138
15;850;2.231586e-005;1.041812e+003;1042.997985;0.949634;414.240006;20.136415
16;900;2.134048e-005;1.099530e+003;1099.740594;0.891644;434.471448;23.571652
