Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;2.414742e-006;9.706391e+001;102.012420;0.638329;55.162193;9.426536
1;150;3.017496e-006;1.307270e+002;136.164771;0.591872;69.767425;8.230158
2;200;3.598849e-006;1.652370e+002;170.411595;0.638363;84.609513;8.334114
3;250;4.163076e-006;2.038978e+002;209.113804;0.702817;99.155489;9.516943
4;300;4.722647e-006;2.384841e+002;245.375595;0.706940;113.935858;9.395200
5;350;5.281591e-006;2.733792e+002;280.092297;0.699073;123.134441;8.095083
6;400;5.826304e-006;3.172622e+002;321.688470;0.643466;138.662714;8.733517
7;450;6.401961e-006;3.579987e+002;363.854344;0.642167;155.779093;8.474755
8;500;7.009755e-006;3.927954e+002;399.807332;0.626583;168.756519;8.755798
9;550;7.672450e-006;4.349659e+002;441.262060;0.689347;186.023462;9.151356
10;600;8.386432e-006;4.827564e+002;488.029304;0.749278;203.791237;9.769742
11;650;9.086943e-006;5.292180e+002;533.301683;0.689476;219.264886;8.974241
12;700;9.921233e-006;5.825135e+002;586.287756;0.682863;236.852452;8.990772
13;750;1.081705e-005;6.307174e+002;635.917814;0.763030;255.727696;9.692918
14;800;1.180134e-005;6.793257e+002;684.100272;0.683848;272.704284;8.693457
15;850;1.274727e-005;7.392899e+002;743.640178;0.715371;296.037538;8.628774
16;900;1.398431e-005;7.852272e+002;790.860128;0.761047;314.903433;9.115483
