Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;1.018483e-005;1.661657e+002;166.296667;0.374577;75.307043;4.048604
1;150;1.295591e-005;2.213476e+002;221.546484;0.349580;93.777120;6.149312
2;200;1.549451e-005;2.754183e+002;275.367405;0.366976;114.845012;4.755309
3;250;1.766207e-005;3.278999e+002;327.965743;0.355819;130.380345;4.744829
4;300;1.979710e-005;3.823089e+002;382.151098;0.335202;149.005116;3.601219
5;350;2.192575e-005;4.249017e+002;424.895049;0.405094;164.191569;3.708592
6;400;2.388248e-005;4.746704e+002;474.717779;0.375254;181.559467;3.698653
7;450;2.599948e-005;5.270445e+002;527.134244;0.371013;197.565976;4.519700
8;500;2.796045e-005;5.828704e+002;582.951654;0.422334;217.265145;4.426916
9;550;2.990027e-005;6.338674e+002;633.604979;0.399670;233.649904;3.845766
10;600;3.221446e-005;6.793853e+002;679.268788;0.358646;250.568130;3.932817
11;650;3.447215e-005;7.292927e+002;728.984196;0.387361;264.191373;3.747738
12;700;3.650791e-005;7.929014e+002;793.048094;0.391124;284.121605;4.110448
13;750;3.875477e-005;8.516528e+002;851.592677;0.445791;301.959712;5.384246
14;800;4.075742e-005;9.133905e+002;913.266926;0.444925;324.420741;4.029632
15;850;4.306796e-005;9.713927e+002;971.751062;0.459228;339.857824;3.968646
16;900;4.541330e-005;1.030255e+003;1030.434609;0.453292;355.071174;3.818523
