Num;Voltage;Ileak[nA];CCE[a.u.];CCE2[a.u.];CCE2err[a.u.];MPV[mV];Noise[mV]
0;100;1.350795e-005;1.183411e+002;118.537984;0.805877;40.397863;7.081869
1;150;1.675994e-005;1.607226e+002;160.751560;0.662610;54.472941;6.758063
2;200;1.993379e-005;2.051096e+002;205.601178;0.616444;71.640350;7.278171
3;250;2.292363e-005;2.501275e+002;250.156557;0.821924;82.887256;7.291529
4;300;2.553903e-005;2.938747e+002;294.420309;0.756466;96.637130;11.706230
5;350;2.834325e-005;3.384828e+002;337.902469;0.749707;106.559605;7.509502
6;400;3.154500e-005;3.892383e+002;389.138098;0.725073;118.387016;6.342825
7;450;3.438752e-005;4.444849e+002;444.467185;0.820010;134.050399;7.932230
8;500;3.737444e-005;4.981995e+002;498.585882;0.735701;148.388902;8.955964
9;550;4.010418e-005;5.542642e+002;553.595997;0.742092;163.783430;7.174674
10;600;4.317379e-005;6.102183e+002;610.550009;0.780289;178.395632;9.980989
11;650;4.649026e-005;6.540297e+002;653.408953;0.776031;190.320152;9.755529
12;700;5.001532e-005;6.955819e+002;695.807259;0.856821;201.527922;8.728721
13;750;5.388830e-005;7.470716e+002;746.485822;0.974899;215.796719;8.766690
14;800;5.835561e-005;8.006196e+002;800.149741;0.919614;229.910547;7.074073
15;850;6.420574e-005;8.405221e+002;841.697561;1.090136;242.302133;7.728237
16;900;7.080170e-005;8.855890e+002;886.248327;0.837639;251.733033;7.484616
